"STATEFP","state","abbrev","approp_percap15","fundingperthousinc","ftepubin2year","grants_perfte","grants_pctneedbased","grants_needbased","grants_nonneedbased","res_pct_instate","state_enroll","res_enroll_total","res_enroll_instate","res_enroll_outstate","state_enroll_outstate","migration_net","state_pct_outstate","approp0115","enroll0114","approp_percap0115","approp_15","enroll_14","t2_05","t2_10","t2_15","t4_05","t4_10","t4_15","t4outstate_15","t4_0515","t2_0515","t2_15_rank","t4_15_rank","t4outstate_15_rank"
21,"Kentucky","KY",7187.848248952,7.1,0.385557483090495,1092.95992478986,0.455086875150459,497.391716837296,595.56820795256,0.890704417533686,32752,29315,26111,3204,6641,3437,0.202766243282853,-0.135005541751286,0.376651256349361,-0.371857151113665,1171138600,162884,3420.04505064557,4104.86047328901,4461.31125267957,5526.39770638612,7770.73347377616,9188.49078244604,20916.4916140136,0.66265463881257,0.304459791205807,13,21,29
22,"Louisiana","LA",6722.56316583776,5.76,0.328337100275248,1360.43171420476,0.10496074010947,142.791919591326,1217.63979461344,0.902702140206043,31144,28829,26024,2805,5120,2315,0.164397636783971,-0.0491126004016464,0.0958554285937643,-0.132549184964272,1131183764,168216,2145.86220145198,2237.5257009229,3683.23408206579,4363.33545450593,4675.98099138695,7313.74638420586,20876.9362208157,0.676182466478274,0.716435509965904,27,37,30
23,"Maine","ME",7574.61430423664,4.86,0.348181919722185,242.10117117697,1,242.10117117697,0,0.671466420919249,8515,8681,5829,2852,2686,-166,0.315443335290664,-0.120181808353745,0.219033078880407,-0.278483151099142,272245555,35931,3203.97722253619,3533.73995519107,3481.62977917981,6915.40517280355,9330.12180999769,9422.23475540025,22422.4875287202,0.362499306975592,0.0866587173874591,32,20,25
24,"Maryland","MD",8907.54523244154,5.58,0.44533645800995,509.583610877998,0.973722655721948,496.193106896504,13.390503981494,0.628150134048257,33372,41030,25773,15257,7599,-7658,0.227705861201007,0.15482983611854,0.351223932342281,-0.145603034298483,1833600977,205786,3676.85709776986,3706.27732012314,4121.81960646212,8358.73826457419,8163.85658374798,8723.7760054834,22012.3153803107,0.0436713926617738,0.121017079766888,20,27,28
25,"Massachusetts","MA",8929.78490020614,3.7,0.422437876450754,279.473140418862,0.955409199173405,267.011209278061,12.4619311408005,0.671180458809325,62442,53835,36133,17702,26309,8607,0.42133499887896,0.00460749852554532,0.295363222173005,-0.224692681899047,1462827300.65,163765,4149.73697300352,4685.80906913624,5325.33709484987,8684.69201669347,10089.067813971,10950.9749618515,24129.5871706335,0.26095144661455,0.283295093037058,5,9,20
26,"Michigan","MI",4623.92726626908,4.45,0.381265108943698,225.460981607354,0.989452562798088,223.082946062369,2.37803554498507,0.893470402169001,72420,70816,63272,7544,9148,1604,0.126318696492682,-0.406043212460256,0.184084107129154,-0.498534190239351,1784194800,385745,2463.1732404469,2759.50583027436,3364.68799906913,7771.03377211668,10659.0963234302,11908.9094062786,31981.7372327164,0.532474282766484,0.365997301293623,36,6,2
27,"Minnesota","MN",7524.40771230732,5.47,0.463083918020679,742.404615316826,0.999649858372226,742.144668556352,0.259946760474312,0.698895155325444,38710,43264,30237,13027,8473,-4554,0.218884009299922,-0.207190288493179,0.196751644736842,-0.337731713820532,1445822000,192093,4685.58518671478,5175.02893932339,5390.59696998753,7979.69356040516,9596.57191786747,10527.1057704068,17350.0242013642,0.319236846718244,0.150463977321703,4,14,47
28,"Mississippi","MS",7605.04820928029,9.78,0.513659355453493,207.224316509125,0.297804393359698,61.7123118673782,145.512004641747,0.928065534601929,26764,23438,21752,1686,5012,3326,0.187266477357645,-0.094688963396978,0.283632634104807,-0.294939969584349,1009235634,132666,1908.80492718341,2025.67602499365,2525.79908931699,4927.58115419728,5407.62677939005,6861.04652355484,17929.746350162,0.392376159591131,0.32323583900425,45,40,45
29,"Missouri","MO",5346.60301328917,4.09,0.396523857396953,375.934052798418,0.563709091385762,211.917443323964,164.016609474455,0.833648834980953,46105,42789,35671,7118,10434,3316,0.226309510899035,-0.204179681478239,0.32191396081655,-0.398160255833103,1032061214,192973,2657.0169490936,2817.38228813132,3096.30571826036,7326.5513828631,7878.84232901841,8383.43809938283,19276.2296298215,0.144254323936334,0.165331564526384,40,29,38
30,"Montana","MT",6150.86809403143,5.8,0.167374284994448,122.820460876376,0.734537503466972,90.2162347067959,32.6042261695798,0.778925969845841,6763,5903,4598,1305,2165,860,0.320124205234363,0.258133081351464,0.217073777114799,0.0334243891395827,240959102,39163,2921.23703603878,3252.00172637794,3213.26400996264,5516.52031995827,5989.66738387609,6279.1195323741,20619.1101588797,0.138239174005545,0.0999668874251485,37,46,31
31,"Nebraska","NE",9359.2205141362,8.05,0.386381631037213,190.619097655695,1,190.619097655695,0,0.811305408702725,15046,14754,11970,2784,3076,292,0.204439718197528,0.0765202240133307,0.175206332648115,-0.084249635180949,717198058,76607,2176.72903403904,2505.0678174315,2748.94159955739,5827.65799243577,6807.58185434522,7404.23032444595,18483.878968817,0.270532748156558,0.262877260591584,41,36,40
32,"Nevada","NV",7102.8325367153,4.36,0.456355564895322,430.534716321649,0.290333953793218,124.998846434906,305.535869886743,0.757862147629135,10744,12274,9302,2972,1442,-1530,0.13421444527178,0.151378844354003,0.441901079024512,-0.201726322761459,492758426,69354,1963.13055253663,2208.04146767501,2700,3548.45107420771,4960.99524611651,6417.62801641311,20276.0090470781,0.808571650616888,0.375354276113344,43,44,33
33,"New Hampshire","NH",3657.1473599439,1.75,0.269735211389036,0,,0,0,0.539310742056254,11259,10417,5618,4799,5641,842,0.501021405098144,-0.0949357262841486,0.270089790990719,-0.287616212664519,123155000,33665,5778.27106029648,6434.114899872,6499.58784035808,9982.33365865322,12093.9956748273,14712.2834356953,25499.7109178524,0.473832065605411,0.124832631168497,2,1,14
34,"New Jersey","NJ",7844.27644201982,4.1,0.480046819407236,1252.34337710922,0.98021235128337,1227.56244629039,24.7809308188354,0.5666533309421,45452,72487,41075,31412,4377,-27035,0.0962993927659949,-0.0795123542044822,0.382971029683045,-0.334613612735312,2070674000,263893,3459.554596357,4143.08077564738,4434.05094593966,9851.45828848411,12157.3321758783,13002.4930802617,25003.5823754016,0.319854654966259,0.281682604636111,14,4,17
35,"New Mexico","NM",9193.74636607542,11.6,0.547109353695119,1065.45418465092,0.265828573775368,283.22816632875,782.226018322165,0.870002022790102,15117,14831,12903,1928,2214,286,0.146457630482239,0.170687446373593,0.410660703981535,-0.17036431702812,899300036,97787,1284.06023562144,1319.14643568319,1645.20209017942,4826.33794331174,5226.35334534749,6190.41401263022,18290.154466119,0.282631694120963,0.281249932471589,49,47,42
36,"New York","NY",9699.02793252445,4.95,0.533983348039695,1078.55150280619,0.968876652978701,1044.98337010401,33.5681327021806,0.805259956394852,151519,146313,117820,28493,33699,5206,0.222407750843129,0.162428792934386,0.284758593171065,-0.0954889895229339,5466691712,563463,4039.85104899361,4227.1654408358,4850.76136305169,6109.1635056297,6268.12958677279,7292.31022512614,18018.3736676105,0.193667548495984,0.200727775411444,6,38,44
37,"North Carolina","NC",10923.4762425343,9.49,0.477603612487997,842.347714706148,0.979101032134183,824.74351688466,17.604197821488,0.887966470540824,68858,62035,55085,6950,13773,6823,0.200020331697116,0.149261006554896,0.437593274930228,-0.200807003356598,3726028884,341000,1475.43459766117,1747.21382209695,2304.68653071428,4402.84500021736,4956.62721156127,6677.31024667932,22556.07607433,0.516589897293606,0.56203909977956,47,41,23
38,"North Dakota","ND",10446.8845233242,10.08,0.228660038839454,410.977091736129,0.603834726679236,248.162239859913,162.814851876216,0.742213804713805,7425,4752,3527,1225,3898,2673,0.524983164983165,0.632500792336898,0.254841084402906,0.300569909017274,409693640,39205,3704.01991044646,4234.80950130747,4192.0517585475,5686.9052358388,6917.87472686509,7513.29291113381,18157.627135893,0.321156692357934,0.131757350095403,18,35,43
39,"Ohio","OH",5508.10434522797,4.35,0.400173418682528,244.025478492729,0.677216029715656,165.257965694309,78.7675127984199,0.848020136288293,85138,81445,69067,12378,16071,3693,0.188764124127886,-0.276488055090819,0.254468131967792,-0.423425935965618,2133970812,387307,3951.67982018573,3816.57019264301,4483.97280599364,10168.9060239944,9287.53347308408,10099.820898568,22183.3962318562,-0.00679376181305269,0.134700433746905,12,16,27
40,"Oklahoma","OK",7498.25096185717,6.29,0.360341105643529,576.67304185215,0.887939028709417,512.050500665103,64.6225411870469,0.891521086994883,27102,22668,20209,2459,6893,4434,0.254335473396797,-0.016159222613746,0.219013268515372,-0.193163723752813,1049486716,139922,2600.22197713342,2952.79135934384,3493.03962136579,4364.57012780942,5919.77883099221,6894.64889279938,17714.5009852902,0.579685671417958,0.343362086807929,30,39,46
41,"Oregon","OR",4546.67438068451,4.24,0.473300812062435,327.531353746534,1,327.531353746534,0,0.76113754945244,20188,17441,13275,4166,6913,2747,0.342431147216168,-0.228422320262602,0.444633682477504,-0.466061853405808,694391073,152679,3534.86966786941,3943.24319474504,4555.0428491737,6446.22931748033,7541.41165962594,8931.65269423361,26943.1343601097,0.385562358139126,0.288602771009428,9,24,9
42,"Pennsylvania","PA",4968.07289612764,2.73,0.297009022218596,842.52915755928,0.996677343122161,839.729722259136,2.79943530014438,0.810807391989328,101256,86959,70507,16452,30749,14297,0.303675831555661,-0.387986132242405,0.236906751244021,-0.505355330485028,1658992000,333830,3541.13857338575,3765.24578661892,4694.56085603445,10184.8200804243,11754.3809881572,13245.8635510836,23551.0012883857,0.300549587178547,0.325720741717793,7,3,21
44,"Rhode Island","RI",5667.73930872201,3.45,0.34001018703877,189.192379751639,1,189.192379751639,0,0.655346727154893,13110,7715,5056,2659,8054,5395,0.614340198321892,-0.195715169459086,0.172521320960289,-0.314262090262222,176937827,31209,2852.09533104378,3686.62116462455,3950,7325.31670955962,9285.34945580645,10933.6406186642,25786.1048614326,0.492582648937986,0.384946694104515,22,10,12
45,"South Carolina","SC",6015.68540558789,5.45,0.432090407368356,1887.64081323335,0.170084539669458,321.058518780076,1566.58229445327,0.90130263974085,35530,29018,26154,2864,9376,6512,0.263889670700816,-0.184473051699676,0.388586979924729,-0.412870018557196,970219549,161233,3491.65610224753,3801.28207169967,4632.02225331769,8162.42520932052,10395.9222414768,11449.3091523628,28019.3570594796,0.402684724055917,0.326597499202775,8,7,5
46,"South Dakota","SD",6283.8536076845,5.46,0.215916546384989,122.344771472303,0.0424791061206657,5.19709653068054,117.147674941622,0.76274678111588,7136,5825,4443,1382,2693,1311,0.377382286995516,0.181476359872883,0.232207736695875,-0.0414602328786661,217442912,34593,3747.23347606834,4710.92526782889,5683.03641456583,5368.35952354041,6585.90410066667,7652.9660085677,9910.1111504002,0.425568830665911,0.516595229750286,3,33,50
47,"Tennessee","TN",8906.53109402877,5.95,0.355324694996876,1460.15248630703,0.23934247381111,349.476508214169,1110.67597809287,0.836997854914197,42207,41024,34337,6687,7870,1183,0.186461961286043,0.11739080553135,0.160182482229582,-0.0371739764675446,1579203336,177255,2712.57724775029,3244.35766590627,3948.29946430359,5316.50324479416,6659.06867946698,8540.51682953148,24673.7553641456,0.606416179261102,0.45555282069042,23,28,18
48,"Texas","TX",7468.80251326979,5.6,0.500621931666033,725.246875527573,1,725.246875527573,0,0.885244140348893,166881,176845,156551,20294,10330,-9964,0.0619003960906275,0.11895690944016,0.457793099045613,-0.232662359040438,6824241136,913424,1706.31850541234,1906.64708336329,2285.56299533335,6265.96701517193,8002.23930520401,8829.6548967634,22413.3946537931,0.409144809633364,0.339470320507974,48,25,26
49,"Utah","UT",7463.69982759411,8.02,0.249013046584201,45.8671885775317,0.312812655509285,14.3478370596828,31.5193515178488,0.906803578934727,22087,16653,15101,1552,6986,5434,0.316294652963282,0.199547670430009,0.344565561536026,-0.108123833515549,887761300,118908,2490.33605312351,2959.3434111767,3449.20906801008,4042.32039560057,4993.75550528083,6177.04646574697,19119.9600809167,0.528094228371831,0.385037599115952,35,48,39
50,"Vermont","VT",4520.58703142377,3.11,0.214861429163887,630.239749263518,0.993738742178171,626.293655703814,3.94609355970365,0.492872674559072,6940,4139,2040,2099,4900,2801,0.706051873198847,0.000585185015367815,0.313691170750681,-0.238570291608286,91637327,20265,5827.65799243577,6628.49243758029,7320,10844.1356244838,13121.5758039481,14419.1864886731,34331.3958391044,0.329675963856231,0.256079201885435,1,2,1
51,"Virginia","VA",6043.86339194925,4.38,0.410875399021472,617.945559055681,0.690534699418528,426.712850879529,191.232708176152,0.819994141668246,62756,58037,47590,10447,15166,4719,0.241666135508955,-0.178050749372048,0.359678232092354,-0.395664802000286,1810767689,299514,2569.35514454636,3371.03066800829,4548.72591820117,6888.24236012694,8666.18055760085,10898.9454344699,29096.4723158002,0.582253478414064,0.770376480595202,10,11,3
53,"Washington","WA",6450.3586542982,4.54,0.585884528913715,1317.75022272123,0.998507686733732,1315.78372658224,1.96649613899492,0.756717204238131,32069,34166,25854,8312,6215,-2097,0.193800866880788,-0.123309052645924,0.233255979018691,-0.289339261811188,1580750000,244990,3064.45913924271,3443.10323816979,4291.12742836914,6067.18461331131,7994.59524473234,10845.5818085193,26865.5366374032,0.787580648975853,0.400288675224292,16,12,10
54,"West Virginia","WV",6666.23416522711,7.47,0.268670277473512,1068.97573720841,0.433232227572602,463.114739851863,605.860997356545,0.888867206556737,14869,10249,9110,1139,5759,4620,0.387315892124554,-0.0350396095881388,0.219584808496942,-0.209018163025624,505352932,75785,2569.47098612458,2874.16673734947,3468.43921604967,4483.0987649437,5438.20302127674,6661.46534999563,18388.5217668189,0.485906445355612,0.349865102497602,34,42,41
55,"Wisconsin","WI",5466.28530241834,4.66,0.353056523279995,506.697176369232,0.976786384651137,494.934903018641,11.7622733505903,0.814504914888516,44346,41710,33973,7737,10373,2636,0.233910612005592,-0.244910058567036,0.168932225885174,-0.354229229590962,1194317083,218422,3587.96061991914,3829.67429630874,4307.21133761919,6442.52529756988,7828.60993163312,8781.05171987947,19701.5446589039,0.36298288548307,0.200462266421492,15,26,35
56,"Wyoming","WY",15155.7542850371,11.68,0.60756079587325,622.844849376047,1,622.844849376047,0,0.765299684542587,4015,3170,2426,744,1589,845,0.395765877957659,0.825221648376351,0.217548017577643,0.498644221666403,373838466,24659,2081.65918967091,2363.10669438612,2719.17902604227,4004.04552319263,4068.82418820826,4646,14876,0.16032646809058,0.306255625096895,42,50,49
