"statefip","state","abbrev","fiscalyear","enrollment","enroll_change","appropriations","approp_change","approp_percap","tuition_2year","tuition_4year"
2,"Alaska","AK",2002,17065,0.015290337934317,271893279.714727,0.0466312327637652,15932.8027960578,,
2,"Alaska","AK",2003,18092,0.0763921941932413,276496040.311628,0.0643491881420866,15282.7791461214,,
2,"Alaska","AK",2004,19093,0.135947168015231,276298263.470064,0.063587862155232,14471.1812428672,,
2,"Alaska","AK",2005,19184,0.141361256544503,290175389.130983,0.117006737211446,15125.9064392714,2759.12318587256,4241.1027974612
2,"Alaska","AK",2006,18908,0.124940504521656,299871084.532853,0.154329534014694,15859.4819405994,2897.11631988956,4511.31595418568
2,"Alaska","AK",2007,18782,0.117444074250357,332427812.366563,0.279654029798855,17699.2765608861,3078.24951021168,4862.50674013555
2,"Alaska","AK",2008,19014,0.131247025226083,331936349.372113,0.277762182673107,17457.470777959,3235.40397791551,4947.01541198208
2,"Alaska","AK",2009,18965,0.128331746787244,347575102.47553,0.337962300368883,18327.1870538112,3500.68027864511,5157.85270661475
2,"Alaska","AK",2010,19982,0.188838648262732,364091623.505578,0.401541314843918,18220.9800573305,3597.79004604566,5374.86652022573
2,"Alaska","AK",2011,20975,0.247917658257972,366279704.987012,0.409964157882569,17462.6796179743,3581.56871548481,5631.96644875362
2,"Alaska","AK",2012,21167,0.259340790099952,371320606.855492,0.429368702718631,17542.429576959,3664.8529041726,5673.42157378651
2,"Alaska","AK",2013,20318,0.208829128986197,378308280.858092,0.456267189739592,18619.3661215716,3820.22507105736,5918.1336745397
2,"Alaska","AK",2014,20612,0.226320799619229,387466556.409777,0.49152123221062,18798.1057835134,3755.5823465398,5927.86361384596
2,"Alaska","AK",2015,20618.2168770582,0.226690675693608,382551600,0.472601504251391,18554.058398021,4064.375,6138.09017461559
4,"Arizona","AZ",2001,173079,0,1206582200.70392,0,6971.28017092724,,
4,"Arizona","AZ",2002,180901,0.0451932354589523,1174373201.52691,-0.0266944093475041,6491.8004960001,,
4,"Arizona","AZ",2003,190170,0.0987468150382195,1116473613.70109,-0.0746808522040637,5870.92398223218,,
4,"Arizona","AZ",2004,195759,0.13103842753887,1098187825.51968,-0.0898358811533923,5609.89699334223,,
4,"Arizona","AZ",2005,202296,0.168807307645642,1137776142.62487,-0.0570255868509418,5624.31359307586,1719.89991175064,5034.99773160023
4,"Arizona","AZ",2006,203093,0.173412141276527,1183136318.67708,-0.0194316491766233,5825.58886164014,1810.23540265505,5273.70813099376
4,"Arizona","AZ",2007,207469,0.198695393433057,1282342967.30722,0.0627895609259813,6180.88951750488,1924.59732680615,5419.01681053733
4,"Arizona","AZ",2008,209392,0.209805926773323,1372834228.80611,0.137787568891043,6556.28786585024,1884.89671968402,5544.01117017382
4,"Arizona","AZ",2009,213455,0.233280756186481,1353516253.85294,0.121777076657768,6340.99109345265,2007.79174406701,6156.78698455254
4,"Arizona","AZ",2010,230892,0.334026658346766,1267282577.39152,0.0503077010850934,5488.6378800111,2094.47256923871,7157.02461876461
4,"Arizona","AZ",2011,242986,0.40390226428394,1164543252.02612,-0.0348413466179655,4792.6351807352,2118.54430756195,8644.38872337683
4,"Arizona","AZ",2012,245408,0.417895874138399,857505065.604441,-0.289310695032485,3494.20176035191,2237.12737034185,9812.78323532093
4,"Arizona","AZ",2013,241586,0.395813472460553,862657547.904819,-0.285040383157031,3570.80935114129,2254.72197384365,9951.87629834437
4,"Arizona","AZ",2014,240396,0.388937999410674,886878237.195395,-0.264966583563066,3689.23874438591,2350.69303719549,10151.3561144752
4,"Arizona","AZ",2015,240468.506907494,0.389356923182445,915770300,-0.241021208943956,3808.27540278398,2438.17360297664,10397.5803427211
5,"Arkansas","AR",2001,79416,0,860926025.38337,0,10840.7125186785,,
5,"Arkansas","AR",2002,83927,0.0568021557368792,828547571.862695,-0.0376088683185731,9872.24101734477,,
5,"Arkansas","AR",2003,87717,0.104525536415836,801766646.414222,-0.0687159839810912,9140.37924705841,,
5,"Arkansas","AR",2004,92787,0.168366576004835,848763286.679056,-0.0141275072952968,9147.43753628262,,
5,"Arkansas","AR",2005,95560,0.203283973002921,845890730.968569,-0.017464095603459,8851.93314115288,2313.77777072556,5656.03840325175
5,"Arkansas","AR",2006,98260,0.237282159766294,876482203.59144,0.0180691229552997,8920.03056779402,2354.97115457096,5923.10926755727
5,"Arkansas","AR",2007,99726,0.255741915986703,910442359.405451,0.0575152017271527,9129.43825487286,2428.93457810777,6161.0302377397
5,"Arkansas","AR",2008,102210,0.287020247809006,963744562.459603,0.119427841701554,9429.06332511108,2390.2189719362,6259.5117043362
5,"Arkansas","AR",2009,106091,0.335889493301098,946562998.39279,0.0994707680851973,8922.18000012056,2531.51556528163,6520.63721823849
5,"Arkansas","AR",2010,113683,0.431487357711292,1039369915.21301,0.207269712575107,9142.70308852696,2596.79654309158,6530.21166008733
5,"Arkansas","AR",2011,118611,0.493540344514959,1087321688.9772,0.262967615008514,9167.12352966584,2703.04415189183,6748.51102317864
5,"Arkansas","AR",2012,120508,0.517427218696484,1058950864.77001,0.230013768370473,8787.39058626824,2769.62816700155,6920.43027533922
5,"Arkansas","AR",2013,119000,0.49843860179309,1038377837.93482,0.206117375151287,8725.86418432623,2858.29999769471,7155.98013023426
5,"Arkansas","AR",2014,116555,0.467651354890702,1008787614.86036,0.17174714797493,8655.03508953161,3027.95995760705,7304.2747591202
5,"Arkansas","AR",2015,116590.154672303,0.468094019747951,991527821,0.151699207325592,8504.38721680111,3100.5501870204,7566.86096819079
6,"California","CA",2001,1183585,0,12061389685.7784,0,10190.5563907775,,
6,"California","CA",2002,1257710,0.0626275256952395,12582860136.1446,0.0432346905250122,10004.5798603371,,
6,"California","CA",2003,1324859,0.119361093626567,12102607035.5443,0.00341729691517373,9135.01514919272,,
6,"California","CA",2004,1273365,0.0758542901439271,10748144257.8022,-0.108880109356279,8440.74107408493,,
6,"California","CA",2005,1277519,0.0793639662550641,11150187677.6242,-0.0755470167113974,8728.00144469415,997.616029213581,5179.45450810764
6,"California","CA",2006,1293150,0.0925704533261236,11134938747.3956,-0.0768112931029135,8610.7093124507,963.397290506302,5383.13103312534
6,"California","CA",2007,1319634,0.114946539538774,12867360346.1505,0.0668223713327527,9750.70386648913,839.402689522684,5274.09231303686
6,"California","CA",2008,1374398,0.161216135723248,12915566102.3706,0.0708190713379725,9397.25327188385,707.67474706998,5535.06741349679
6,"California","CA",2009,1422312,0.201698230376357,12966101875.621,0.0750089511583682,9116.21492022917,699.033479263308,5993.60566762672
6,"California","CA",2010,1468908,0.241066759041387,11045452255.8673,-0.0842305452670195,7519.49901278179,892.171057908253,7152.65658420937
6,"California","CA",2011,1441175,0.217635404301339,12117459755.0973,0.00464872380211647,8408.04187908983,876.749766494814,8012.78632748923
6,"California","CA",2012,1424413,0.203473345809553,9852358860.93518,-0.183148947376096,6916.78527290553,1163.80545207463,9290.68284484599
6,"California","CA",2013,1402380,0.184857868256188,9797917866.65036,-0.187662605893324,6986.63548157444,1451.6562980418,9192.80020733167
6,"California","CA",2014,1428566,0.206982177029956,10612610528.4688,-0.120117100520996,7428.85559957947,1435.28473738304,9143.72692628102
6,"California","CA",2015,1428996.8761494,0.207346220296305,11688629379,-0.0309052535810132,8179.60457023277,1428.63695987375,9172.65837643556
8,"Colorado","CO",2001,151166,0,1009036386.12251,0,6675.02206926496,,
8,"Colorado","CO",2002,156200,0.0333011391450458,1005203956.54071,-0.00379810840768998,6435.36463854488,,
8,"Colorado","CO",2003,164074,0.0853895717290925,890945837.162403,-0.117032993640495,5430.14638006267,,
8,"Colorado","CO",2004,168177,0.112531918553114,752300223.818459,-0.254436971584965,4473.26461893397,,
8,"Colorado","CO",2005,170313,0.126662080097376,722639468.448463,-0.283832101213516,4243.00827563641,2738.50538712342,4609.03544189888
8,"Colorado","CO",2006,167747,0.109687363560589,710599462.718707,-0.2957642831401,4236.13812896032,2840.2379379371,5265.38247539679
8,"Colorado","CO",2007,166671,0.102569360835108,790595596.952468,-0.216484551176055,4743.45025200825,2754.72484848881,5532.63761657769
8,"Colorado","CO",2008,165377,0.0940092348808595,824752993.850638,-0.182633049517697,4987.10820640499,2749.08720860202,6076.16469245709
8,"Colorado","CO",2009,170317,0.126688541074051,884707356.089713,-0.123215606238504,5194.4747505517,2811.56998757324,6386.12288942126
8,"Colorado","CO",2010,184747,0.222146514427848,906695852.800977,-0.10142402665458,4907.77037137803,3022.67991222772,6846.8941653424
8,"Colorado","CO",2011,193617,0.280823730203882,819490529.212643,-0.187848386358241,4232.53396764046,3342.14013552724,7577.08772558033
8,"Colorado","CO",2012,193447,0.279699138695209,673422425.271857,-0.332608383073614,3481.17275156429,3529.8978591075,8187.19974864297
8,"Colorado","CO",2013,194462,0.286413611526401,655372156.886387,-0.350497002982389,3370.18109906505,3659.31964629706,8635.25779546925
8,"Colorado","CO",2014,194185,0.284581188891682,684409265.567663,-0.321719934998886,3524.52179914856,3772.13287754426,9162.22332387924
8,"Colorado","CO",2015,194243.569002112,0.28496863714137,778730431,-0.228243459096177,4009.04099425568,3901.95742920776,9487.08458284831
9,"Connecticut","CT",2001,67760,0,954364331.925182,0,14084.4795148344,,
9,"Connecticut","CT",2002,70735,0.0439049586776859,1001049304.606,0.0489173485629318,14152.1072256449,,
9,"Connecticut","CT",2003,74654,0.101741440377804,980932108.81435,0.0278381913493928,13139.7126585896,,
9,"Connecticut","CT",2004,75989,0.121443329397875,951614741.343424,-0.00288107014248041,12523.0591446581,,
9,"Connecticut","CT",2005,78502,0.158530106257379,973381861.612833,0.0199269074204485,12399.4530281118,2970.62396817806,7822.89005086293
9,"Connecticut","CT",2006,80140,0.182703659976387,989586234.876251,0.0369061392728478,12348.2185534845,3016.26608484442,8033.06827170317
9,"Connecticut","CT",2007,81340,0.200413223140496,1070956095.25304,0.122166932928716,13166.41376018,3097.9060585699,8272.29031732645
9,"Connecticut","CT",2008,83356,0.230165289256198,1156208616.30136,0.211496047813323,13870.7305569048,3161.61798533002,8467.50163397792
9,"Connecticut","CT",2009,86958,0.283323494687131,1104341690.63661,0.157148956320365,12699.7135471907,3290.08817369355,8862.50963141714
9,"Connecticut","CT",2010,90111,0.329855371900826,1198971208.21665,0.25630345572328,13305.4922064636,3494.42764419389,9234.02504978235
9,"Connecticut","CT",2011,92445,0.364300472255018,1152012126.67765,0.207098891000843,12461.5947501503,3648.30672065241,9609.99103031006
9,"Connecticut","CT",2012,91388,0.348701298701299,987982650.007563,0.0352258743938652,10810.8575524966,3629.74175848119,9586.05438049317
9,"Connecticut","CT",2013,89842,0.325885478158205,908137804.684673,-0.0484369812388718,10108.1654981487,3680.80293189176,9856.73603356785
9,"Connecticut","CT",2014,88886,0.311776859504132,1026108230.48181,0.0751745388597106,11544.0927759356,3813.56392966214,10306.0594902801
9,"Connecticut","CT",2015,88912.8093020664,0.312172510361074,1117135194.16,0.170554217912221,12564.3897986028,3866,10619.6389985532
10,"Delaware","DE",2001,27366,0,251205423.330636,0,9179.4717288108,,
10,"Delaware","DE",2002,28642,0.0466272016370679,247576346.332133,-0.0144466506749205,8643.82188157716,,
10,"Delaware","DE",2003,29616,0.0822188116641087,244583203.609573,-0.0263617705114076,8258.48202355392,,
10,"Delaware","DE",2004,29796,0.0887963165972375,242014869.191259,-0.0365858109969262,8122.39458958447,,
10,"Delaware","DE",2005,30340,0.108674998172915,251228854.445942,9.32747191317719e-05,8280.45004765794,2503.91745946181,8184.6493287832
10,"Delaware","DE",2006,30642,0.119710589782942,257105759.869341,0.0234880937699299,8390.63246097974,2576.19571757611,8385.12456551782
10,"Delaware","DE",2007,30533,0.115727545128992,270401286.832344,0.0764150042909011,8856.03402326481,2678.20471380856,8583.00843996744
10,"Delaware","DE",2008,31288,0.14331652415406,271811945.110781,0.0820305609127796,8687.41834284008,2707.72233397076,8729.10651678104
10,"Delaware","DE",2009,31311,0.144156983117737,267780541.07527,0.06598232444535,8552.28325749001,2900.87868129616,9141.46147724304
10,"Delaware","DE",2010,32913,0.202696777022583,264832362.591905,0.0542461985119348,8046.4364412817,3017.21986903366,9841.18185296104
10,"Delaware","DE",2011,33228,0.214207410655558,227436597.11901,-0.0946190806571169,6844.72725168561,3092.71071477841,10301.5421281802
10,"Delaware","DE",2012,33109,0.209858949060878,221730107.603184,-0.11733550707883,6696.97386218805,3209.56534861689,10855.9439756523
10,"Delaware","DE",2013,33405,0.220675290506468,221474976.346071,-0.118351135060624,6629.99480155878,3184.64133601419,11159.0323460465
10,"Delaware","DE",2014,33614,0.228312504567712,229263284.333721,-0.0873473936429919,6820.47017117037,3297.83631952294,11340.7099885103
10,"Delaware","DE",2015,33624.1384681464,0.228682981369085,226594100,-0.0979728980542067,6739.03065842601,3471,11447.6500666052
12,"Florida","FL",2001,363905,0,3732467330.97282,0,10256.7080171276,,
12,"Florida","FL",2002,387515,0.0648795702175018,3440163371.88047,-0.0783138693986027,8877.49731463418,,
12,"Florida","FL",2003,415106,0.140698808755032,3678477212.99318,-0.0144649941157207,8861.53708448729,,
12,"Florida","FL",2004,437160,0.201302537750237,3571888105.18651,-0.0430222722791945,8170.66544328509,,
12,"Florida","FL",2005,445724,0.224836152292494,3877022333.73038,0.038729073810777,8698.25796620865,2197.71848019823,3770.6922688345
12,"Florida","FL",2006,449215,0.23442931534329,3905764856.27204,0.0464297500640271,8694.64478317072,2282.41901294024,3821.47591900833
12,"Florida","FL",2007,455217,0.250922630906418,4242318004.92804,0.136598830946052,9319.33123088119,2354.73323538753,3843.39767371229
12,"Florida","FL",2008,478520,0.314958574353197,4101503958.88406,0.0988720316046419,8571.2278669315,2270.59622638093,3785.44501355284
12,"Florida","FL",2009,495624,0.361959852159217,3687418141.76093,-0.012069546821766,7439.95073233123,2527.10525941877,4217.35498135986
12,"Florida","FL",2010,537786,0.477819760651818,4322469366.74307,0.158072926954854,8037.52676109655,2787.89805488344,4713.10928510651
12,"Florida","FL",2011,562185,0.544867479149778,4407616988.52751,0.180885617390981,7840.154021412,2968.5312606717,5388.96010321721
12,"Florida","FL",2012,572036,0.571937731001223,3776460393.5737,0.0117865901292202,6601.78798812261,3104.52124615082,5849.18843830895
12,"Florida","FL",2013,568756,0.562924389607178,3415544784.21056,-0.0849096639459818,6005.29011423275,3162.13503681974,6378.4897944261
12,"Florida","FL",2014,562706,0.546299171487064,3953869490.47669,0.0593179095411303,7026.52804568761,3164.1935392993,6360.90450816283
12,"Florida","FL",2015,562875.720261105,0.546765557662316,4226714318,0.132418302211464,7509.14307698212,3173.95635528806,6350.96988708292
13,"Georgia","GA",2001,202640,0,2163212031.3888,0,10675.1482006948,,
13,"Georgia","GA",2002,220777,0.089503553099092,2268235411.46986,0.0485497392567836,10273.8755009347,,
13,"Georgia","GA",2003,236868,0.168910382945124,2770305852.00064,0.280644620963062,11695.5682152112,,
13,"Georgia","GA",2004,248226,0.2249605211212,2405370051.10832,0.111943728217923,9690.24216282067,,
13,"Georgia","GA",2005,253611,0.251534741413344,2380406915.54797,0.100403881361429,9386.05547688378,2561.94710472547,4211.47063817763
13,"Georgia","GA",2006,258434,0.275335570469799,2483764289.13857,0.14818346657585,9610.82631982856,2626.14965115792,4374.53732652121
13,"Georgia","GA",2007,263880,0.302210817212791,2570497986.6622,0.188278333036046,9741.1625991443,2592.40941128829,4532.07888583449
13,"Georgia","GA",2008,276327,0.363635017765495,2715390487.35173,0.255258591368147,9826.72879360948,2370.09551941289,4674.23083333268
13,"Georgia","GA",2009,290666,0.434395973154362,2874396999.74261,0.328763412016173,9889.00318490162,2319.82088386435,4909.77300182888
13,"Georgia","GA",2010,327092,0.614153178049743,3235954513.10146,0.495902605083033,9893.10198079274,2834.85442635229,5468.77926316344
13,"Georgia","GA",2011,342835,0.691842676667983,3165364566.76822,0.46327059984778,9232.90961181973,2997.43509912757,6286.04960788467
13,"Georgia","GA",2012,327091,0.614148243189893,2817875324.7199,0.302634824433186,8614.95829821028,3250.12693273746,7590.21643363775
13,"Georgia","GA",2013,322109,0.589562771417292,2684688777.05428,0.241065941802612,8334.72140503456,3391.2900831632,7712.49952849694
13,"Georgia","GA",2014,316266,0.560728385313857,2810352999.33116,0.299157437436631,8886.04212697905,3451.80765515485,7879.95526195111
13,"Georgia","GA",2015,316361.39039587,0.561199123548512,2897661906,0.339518209012402,9159.34116478022,3575.8979385972,8094.09941819689
15,"Hawaii","HI",2001,32011,0,458270117.545571,0,14316.0200414099,,
15,"Hawaii","HI",2002,32888,0.0273968323388835,463853340.732825,0.0121832582433192,14104.0300636349,,
15,"Hawaii","HI",2003,34600,0.0808784480334885,480413283.40777,0.0483190263000224,13884.7769771032,,
15,"Hawaii","HI",2004,36060,0.126487769829121,507250773.133312,0.106881626605013,14066.8544962094,,
15,"Hawaii","HI",2005,36360,0.135859548280279,505878988.615833,0.103888229337858,13913.0634932847,1800.15367647698,4180.60380559057
15,"Hawaii","HI",2006,35911,0.121833119865046,585378034.402194,0.277364619664478,16300.8001560022,1813.80354076804,4152.12338414506
15,"Hawaii","HI",2007,35665,0.114148261535097,583903119.221327,0.27414617900165,16371.8805333331,2008.07383736642,4900.76680747567
15,"Hawaii","HI",2008,35834,0.119427696729249,619681597.003022,0.352219080576206,17293.1181839321,2175.56881168749,5608.85340608229
15,"Hawaii","HI",2009,37616,0.175096060729124,675636806.660836,0.474320015189839,17961.420849129,2416.84761284727,6420.30275985842
15,"Hawaii","HI",2010,40623,0.269032520071226,620223859.359335,0.353402361648988,15267.8004913309,2667.77710461427,7248.7533444247
15,"Hawaii","HI",2011,41922,0.309612320764737,560925165.005967,0.22400554504885,13380.2100330606,2901.08897094132,7983.88248903336
15,"Hawaii","HI",2012,41630,0.300490456405611,546013646.080007,0.19146683402439,13115.8694710547,3083.7204337813,8703.05989540706
15,"Hawaii","HI",2013,41987,0.311642872762488,538288941.952471,0.174610609208974,12820.3715900748,3168.27311841823,8811.21613462583
15,"Hawaii","HI",2014,41339,0.291399831307988,534249791.990545,0.165796702721771,12923.6264058285,3275.85540426196,9139.18826692657
15,"Hawaii","HI",2015,41351.4684397782,0.291789336158763,568084290,0.23962760880543,13737.9471983522,3492.17795985252,9740.13886753779
16,"Idaho","ID",2001,40932,0,398288469.596402,0,9730.49129278808,,
16,"Idaho","ID",2002,43028,0.0512068797029219,429169700.716457,0.0775348358724725,9974.19588910609,,
16,"Idaho","ID",2003,44541,0.0881706244503078,401785928.179197,0.00878121976852517,9020.58616059804,,
16,"Idaho","ID",2004,46664,0.14003713476009,405494362.335766,0.0180921449889488,8689.66145927838,,
16,"Idaho","ID",2005,46961,0.147293071435552,401892333.649959,0.00904837656286869,8558.00203679561,2219.94259966091,4433.71183280442
16,"Idaho","ID",2006,46289,0.130875598553699,417082042.785711,0.0471858329425241,9010.39216197609,2231.27569998744,4664.7458930441
16,"Idaho","ID",2007,45074,0.101192221244992,424336609.889397,0.0654001867525572,9414.22127810704,2294.44464442734,4818.4496928954
16,"Idaho","ID",2008,45781,0.118464770839441,446496928.648187,0.121039052676159,9752.88719442973,2338.79237104328,4898.94271984305
16,"Idaho","ID",2009,46599,0.138449135150982,468255404.377433,0.175668994013136,10048.6148710795,2460.95067147587,5085.08265987756
16,"Idaho","ID",2010,48961,0.196154597869637,403740491.56524,0.0136886261717875,8246.16514297584,2640.47688864401,5335.55420922855
16,"Idaho","ID",2011,50675,0.238028926023649,372606768.071153,-0.0644801531695682,7352.87159489202,2734.0890154185,5705.83181369641
16,"Idaho","ID",2012,50943,0.244576370565816,347029937.150635,-0.128697003198984,6812.12211983266,2902.75336616648,5909.51079418056
16,"Idaho","ID",2013,57741,0.410656698915274,368357325.271988,-0.0751494120699609,6379.47602694771,3185.66434961394,6126.8284488882
16,"Idaho","ID",2014,55358,0.352438190169061,377369677.520569,-0.0525217114545896,6816.8950742543,3724.09199671731,6371.34900269367
16,"Idaho","ID",2015,55374.6967727628,0.352846105070917,401454400,0.00794883770249836,7249.78055676621,3760.89591113665,6602.03941433861
17,"Illinois","IL",2001,351125,0,3676344870.94665,0,10470.1883117028,,
17,"Illinois","IL",2002,354123,0.00853826984692061,3857376494.36281,0.0492422854141948,10892.7589971925,,
17,"Illinois","IL",2003,369251,0.051622641509434,3591909013.44575,-0.0229673386107417,9727.55392252357,,
17,"Illinois","IL",2004,379413,0.080563901744393,3435409519.46666,-0.065536656635248,9054.53824583412,,
17,"Illinois","IL",2005,379644,0.0812217871128516,3316234953.96209,-0.0979532469411192,8735.11751525664,2456.99987392949,8017.96843281311
17,"Illinois","IL",2006,376329,0.0717807048771805,3141345977.01579,-0.145524675380386,8347.33963371355,2553.5975095272,8223.36897106244
17,"Illinois","IL",2007,376608,0.0725752936988252,3232066723.79201,-0.120847788428574,8582.04478872465,2667.77014998853,9342.41280686987
17,"Illinois","IL",2008,378656,0.0784079743681025,3281804187.55594,-0.107318735657438,8666.98055109637,2727.84578649408,10172.4052505367
17,"Illinois","IL",2009,385200,0.0970452118191527,3320635054.67618,-0.0967563786198513,8620.54790933589,2863.39108146185,11048.91876293
17,"Illinois","IL",2010,406139,0.156679245283019,3696714709.67394,0.0055407856015569,9102.09241090844,2980.0915753141,11367.8099300182
17,"Illinois","IL",2011,406699,0.158274118903524,3480699142.2145,-0.0532174579915763,8558.41578714109,3222.24273156214,11742.4520008322
17,"Illinois","IL",2012,396445,0.129070843716625,3738394905.89744,0.0168781866579395,9429.79456393054,3278.20802943631,12095.6723928757
17,"Illinois","IL",2013,382043,0.0880541117835529,3648774626.71358,-0.00749936287287528,9550.69096073893,3323.77118557986,12448.0294817284
17,"Illinois","IL",2014,374872,0.0676311854752581,4112704578.23191,0.118693899131641,10970.9569619281,3418.11972207971,12672.0236190874
17,"Illinois","IL",2015,374985.066812369,0.0679531984688332,4943150400,0.344582886949656,13182.2593417391,3526.08958774673,12769.5180514143
18,"Indiana","IN",2001,184113,0,1734535329.32416,0,9421.03669661655,,
18,"Indiana","IN",2002,194848,0.0583065834568988,1754823767.3521,0.0116967568690829,9006.11639509824,,
18,"Indiana","IN",2003,198664,0.0790329851775812,1724218530.70883,-0.00594787459264709,8679.06883335092,,
18,"Indiana","IN",2004,204273,0.109497971354549,1730090456.24558,-0.00256257281327157,8469.50138415541,,
18,"Indiana","IN",2005,207037,0.124510490839865,1750125948.89319,0.00898835515509474,8453.20376982466,3190.39581619789,7219.13480546016
18,"Indiana","IN",2006,207957,0.129507422072314,1701316797.37677,-0.019151257046077,8181.09896457813,3244.62692407555,7320.6300284769
18,"Indiana","IN",2007,211281,0.147561551873034,1688730968.03018,-0.026407280681813,7992.81983723183,3341.37921437068,7599.8406489243
18,"Indiana","IN",2008,217183,0.179617952018597,1708809802.28749,-0.0148313652663947,7868.06426970569,3357.26266264005,7686.04089432245
18,"Indiana","IN",2009,230550,0.252220103957895,1757920352.52435,0.0134820103141377,7624.89851452764,3458.78237294794,7962.80723539371
18,"Indiana","IN",2010,252677,0.372401731545301,1742217216.44912,0.00442878677365835,6895.03681161767,3580.69632665993,8346.22202642934
18,"Indiana","IN",2011,261071,0.417993297594412,1675063812.82176,-0.034286713851817,6416.12363235196,3683.6336343207,8551.25413279679
18,"Indiana","IN",2012,258589,0.404512446160782,1611501608.1544,-0.0709318046682263,6231.90316739847,3679.66370816804,8677.05887994516
18,"Indiana","IN",2013,250960,0.363075937060392,1585797819.74059,-0.085750637112432,6318.92660081525,3744.22977507611,8915.56352180008
18,"Indiana","IN",2014,248833,0.351523249308848,1708028884.16587,-0.015281582744483,6864.15742351644,3836.71804898039,8990.49840338567
18,"Indiana","IN",2015,248908.051628615,0.351930888251319,1681133009,-0.0307876809548586,6754.03225408049,4152.1273475228,9022.79109145104
19,"Iowa","IA",2001,106480,0,1150567879.04336,0,10805.4834620901,,
19,"Iowa","IA",2002,110332,0.036175807663411,1044825894.47692,-0.0919041687956353,9469.83553707828,,
19,"Iowa","IA",2003,114582,0.0760894064613073,1000538586.29296,-0.130395864062486,8732.07472633535,,
19,"Iowa","IA",2004,116827,0.0971731780616078,938293615.372352,-0.184495211049609,8031.47915612275,,
19,"Iowa","IA",2005,115666,0.0862697220135237,917572158.948833,-0.202504975445908,7932.94623267713,3605.24604616789,6675.87855192801
19,"Iowa","IA",2006,114318,0.0736100676183321,927533934.332677,-0.193846837525243,8113.62982498537,3675.18225637589,6683.12268562335
19,"Iowa","IA",2007,114931,0.0793670172802404,932720153.161222,-0.189339307875747,8115.47931507793,3712.38592797187,6840.43628202187
19,"Iowa","IA",2008,117671,0.105099549211119,976780087.816374,-0.151045231135324,8300.94150484294,3723.95668639826,6951.53487722138
19,"Iowa","IA",2009,119978,0.126765589782119,1031086510.2545,-0.103845562669626,8593.96314536417,3872.24854759107,7092.87440394457
19,"Iowa","IA",2010,130997,0.2302498121713,943251341.03311,-0.180186273045117,7200.55681453094,4041.523972238,7329.56198369669
19,"Iowa","IA",2011,135727,0.274671299774606,812210630.754066,-0.294078475900631,5984.14929051748,4187.84503849537,7659.51719080634
19,"Iowa","IA",2012,134188,0.260217881292261,769995808.75653,-0.330768898748726,5738.18678836058,4275.60698255478,7864.78715691541
19,"Iowa","IA",2013,130846,0.228831705484598,805541053.625044,-0.299875245696228,6156.40564958076,4348.83081252692,8011.21949962323
19,"Iowa","IA",2014,126777,0.190617956423742,829327285.620241,-0.27920177442309,6541.62257838757,4419.38820511097,7894.55168368503
19,"Iowa","IA",2015,126815.237775218,0.190977064004682,847741404,-0.263197400656747,6684.85442973842,4540.77664027434,7857.14039395328
20,"Kansas","KS",2001,113764,0,923344841.747656,0,8116.31835859899,,
20,"Kansas","KS",2002,117178,0.0300094933370838,946913977.3825,0.0255258215232286,8080.98770573401,,
20,"Kansas","KS",2003,120751,0.0614166168559474,883539147.837825,-0.0431103225036578,7317.03379547851,,
