"statefip","abbrev","state","fiscalyear","enrollment","enroll_change","appropriations","approp_change"
27,"MN","Minnesota",2007,182945,0.139759021132376,1595861583.76016,-0.113337506186967
27,"MN","Minnesota",2008,187334,0.167102771132376,1727792953.34947,-0.0400362886110698
27,"MN","Minnesota",2009,190109,0.184391198165869,1735936595.45906,-0.0355116718804642
27,"MN","Minnesota",2010,201393,0.254691238038278,1697679570.0875,-0.0567673182767445
27,"MN","Minnesota",2011,204812,0.2759918261563,1454288228.56419,-0.191995821828461
27,"MN","Minnesota",2012,199465,0.242679675039872,1322378685.26617,-0.265284912692334
27,"MN","Minnesota",2013,196719,0.225571919856459,1303497565.88126,-0.275775283893801
27,"MN","Minnesota",2014,192492.601123802,0.199241185231022,1391728555.41616,-0.22675404670838
27,"MN","Minnesota",2015,189469.705328214,0.180408351576295,1445822000,-0.196699667956662
28,"MS","Mississippi",2001,103352,0,1100235810.30491,0
28,"MS","Mississippi",2002,107438,0.0395347937146838,1004702794.38577,-0.0868295823716801
28,"MS","Mississippi",2003,112358,0.0871390974533633,982534967.527174,-0.106977833002109
28,"MS","Mississippi",2004,113695,0.100075470237634,995543664.346215,-0.0951542796354573
28,"MS","Mississippi",2005,116116,0.123500270918802,949501007.757296,-0.137002269091607
28,"MS","Mississippi",2006,114968,0.112392600046443,932733436.160714,-0.152242248957319
28,"MS","Mississippi",2007,115525,0.117781949067265,1030336325.1295,-0.0635313671130598
28,"MS","Mississippi",2008,118610,0.147631395618856,1144816914.72019,0.0405195904348158
28,"MS","Mississippi",2009,122053,0.18094473256444,1179384547.16436,0.0719379755849896
28,"MS","Mississippi",2010,132305,0.280139716696339,1159268260.84325,0.053654362078957
28,"MS","Mississippi",2011,136857,0.324183373326109,1070931799.17967,-0.0266343004388529
28,"MS","Mississippi",2012,136145,0.317294295224089,981908213.305552,-0.107547487448684
28,"MS","Mississippi",2013,135089,0.307076786128957,938087023.773958,-0.147376394234993
28,"MS","Mississippi",2014,132456.391176936,0.281604527991098,971909351.168137,-0.116635413912961
28,"MS","Mississippi",2015,130376.30152336,0.261478263830022,1009235634,-0.0827097022770902
29,"MO","Missouri",2001,145980,0,1279915943.13947,0
29,"MO","Missouri",2002,150857,0.0334086861213865,1280015215.06392,7.75612843851497e-05
29,"MO","Missouri",2003,157409,0.0782915467872311,1123632682.33696,-0.122104316021855
29,"MO","Missouri",2004,160777,0.101363200438416,1048866511.06405,-0.18051922340203
29,"MO","Missouri",2005,160675,0.10066447458556,1042107693.62519,-0.185799896304881
29,"MO","Missouri",2006,162985,0.116488560076723,1002415203.86905,-0.216811690453475
29,"MO","Missouri",2007,164217,0.124928072338677,1020275731.11092,-0.202857237164877
29,"MO","Missouri",2008,168028,0.151034388272366,1026340392.21469,-0.198118909514314
29,"MO","Missouri",2009,172476,0.181504315659679,1131216825.18633,-0.116178815296572
29,"MO","Missouri",2010,185863,0.273208658720373,1175798406.08665,-0.0813471678440341
29,"MO","Missouri",2011,195384,0.338429921907111,1051399379.98513,-0.178540289602002
29,"MO","Missouri",2012,197255,0.351246746129607,960447885.712715,-0.249600811005714
29,"MO","Missouri",2013,194396,0.331661871489245,944463310.61623,-0.262089580430116
29,"MO","Missouri",2014,192296.707454454,0.31728118546687,952338010.110566,-0.25593706741819
29,"MO","Missouri",2015,189276.887964895,0.296594656561827,1032061214,-0.193649223972875
30,"MT","Montana",2001,32178,0,189020004.460757,0
30,"MT","Montana",2002,33682,0.0467400087015974,196784186.047804,0.0410759782235622
30,"MT","Montana",2003,34692,0.0781279134812605,187514798.967391,-0.00796320737405242
30,"MT","Montana",2004,35955,0.117378333022562,188331596.823716,-0.0036419829689684
30,"MT","Montana",2005,35853,0.11420846541115,184586719.047619,-0.0234540541133996
30,"MT","Montana",2006,35972,0.117906644291131,200463117.633929,0.0605391646551765
30,"MT","Montana",2007,35937,0.116818944620548,193069055.0395,0.0214212807279028
30,"MT","Montana",2008,35686,0.1090185841258,207956392.107867,0.100181923607146
30,"MT","Montana",2009,36098,0.121822363105227,224692764.814461,0.188724788444868
30,"MT","Montana",2010,38462,0.195288706569706,226990956.230899,0.200883244492919
30,"MT","Montana",2011,40165,0.2482130648269,220092601.457662,0.164387875693635
30,"MT","Montana",2012,40420,0.256137733855429,207977614.766675,0.100294200923344
30,"MT","Montana",2013,39674,0.232954192305302,205058893.201342,0.0848528640465414
30,"MT","Montana",2014,39278.3517265636,0.220658578114352,226509801.225035,0.198337720238824
30,"MT","Montana",2015,38661.5261260021,0.20148940661328,240959102,0.27478095605498
31,"NE","Nebraska",2001,65186,0,657518424.392998,0
31,"NE","Nebraska",2002,66547,0.0208787162887737,677995184.658143,0.0311424889485775
31,"NE","Nebraska",2003,68612,0.0525572975792348,668692868.396739,0.0169948758683938
31,"NE","Nebraska",2004,69717,0.0695087902310312,623937217.098994,-0.0510726483824471
31,"NE","Nebraska",2005,69778,0.0704445739882797,609165690.860215,-0.0735382184574084
31,"NE","Nebraska",2006,70130,0.0758445064891234,633885165.997024,-0.0359431120394716
31,"NE","Nebraska",2007,70919,0.087948332464026,650695610.802442,-0.0103766120270387
31,"NE","Nebraska",2008,71836,0.102015770257417,667127125.818033,0.0146135850625104
31,"NE","Nebraska",2009,73969,0.13473752032645,697000306.543859,0.0600468073382275
31,"NE","Nebraska",2010,78845,0.209538858037002,694963157.601556,0.0569485687691962
31,"NE","Nebraska",2011,80693,0.237888503666431,686861941.694993,0.0446276731014553
31,"NE","Nebraska",2012,80372,0.232964133402878,669336193.971075,0.0179732903895228
31,"NE","Nebraska",2013,78014,0.196790721934158,668937310.42319,0.0173666403960208
31,"NE","Nebraska",2014,76311.6612138318,0.170675623812349,686803874.840645,0.0445393609687553
31,"NE","Nebraska",2015,75113.2660625853,0.152291382545106,717198058,0.090764960179019
32,"NV","Nevada",2001,48099,0,422383387.436477,0
32,"NV","Nevada",2002,51728,0.0754485540239922,455516030.711506,0.0784421079534353
32,"NV","Nevada",2003,55044,0.144389696251481,475859538.831522,0.126605716478581
32,"NV","Nevada",2004,57778,0.201230794819019,604275566.490206,0.430632890553929
32,"NV","Nevada",2005,62790,0.305432545375164,627302326.190476,0.485149143761763
32,"NV","Nevada",2006,65184,0.355204889914551,655841638.095238,0.552716459981211
32,"NV","Nevada",2007,65397,0.359633256408657,681248867.957288,0.612868517608882
32,"NV","Nevada",2008,67738,0.408303706937774,682046838.687803,0.614757727161743
32,"NV","Nevada",2009,70350,0.462608370236387,691580914.714012,0.637329817612727
32,"NV","Nevada",2010,73690,0.532048483336452,629802974.739906,0.491069472599995
32,"NV","Nevada",2011,74572,0.550385662903595,577870379.187513,0.368118151366501
32,"NV","Nevada",2012,70032,0.455997006174765,486895952.169438,0.152734616587315
32,"NV","Nevada",2013,69540,0.445768103286971,479075664.33507,0.134219949422419
32,"NV","Nevada",2014,68814.5274515292,0.430685200347807,486214761.097298,0.151121884902307
32,"NV","Nevada",2015,67733.8669768194,0.40821777951349,492758426,0.166614125121356
33,"NH","New Hampshire",2001,26506,0,134296174.421231,0
33,"NH","New Hampshire",2002,27456,0.0358409416735833,141277014.146748,0.0519809276444557
33,"NH","New Hampshire",2003,29783,0.12363238512035,142583359.402174,0.0617082729024695
33,"NH","New Hampshire",2004,30287,0.142646947860862,140640837.42721,0.0472438104311047
33,"NH","New Hampshire",2005,30512,0.151135591941447,139565715.591398,0.0392382075876453
33,"NH","New Hampshire",2006,31030,0.170678336980306,137319655.654762,0.0225135320984466
33,"NH","New Hampshire",2007,31743,0.197577906889006,141258534.160951,0.0518433214477317
33,"NH","New Hampshire",2008,32573,0.228891571719611,146050996.247149,0.0875290891686046
33,"NH","New Hampshire",2009,33416,0.260695691541538,152540296.91848,0.135849904704099
33,"NH","New Hampshire",2010,34695,0.308948917226288,156686852.130347,0.166726102255796
33,"NH","New Hampshire",2011,35318,0.332453029502754,144481605.434584,0.0758430465889975
33,"NH","New Hampshire",2012,34491,0.301252546593224,85100614.6465936,-0.366321378748523
33,"NH","New Hampshire",2013,34237,0.291669810608919,86838193.2943848,-0.353382971118673
33,"NH","New Hampshire",2014,33779.8634064081,0.274423277990194,108783138.179238,-0.189975897317593
33,"NH","New Hampshire",2015,33249.385837553,0.254409787880215,123155000,-0.0829597303813416
34,"NJ","New Jersey",2001,190816,0,2220162594.07115,0
34,"NJ","New Jersey",2002,197811,0.0366583515009224,2304885243.13507,0.0381605605328984
34,"NJ","New Jersey",2003,208718,0.0938181284588294,2207002726.95652,-0.00592743394099486
34,"NJ","New Jersey",2004,216160,0.132819050813349,2177326435.60085,-0.0192941537636439
34,"NJ","New Jersey",2005,220908,0.157701660238135,2274489160.9063,0.024469634332291
34,"NJ","New Jersey",2006,221887,0.162832257253061,2397224851.33929,0.0797519324670082
34,"NJ","New Jersey",2007,226108,0.184953043769914,2264431300.09839,0.0199393981978885
34,"NJ","New Jersey",2008,234263,0.227690550058695,2243562247.71601,0.0105396125974516
34,"NJ","New Jersey",2009,244305,0.280317164179104,2185954258.98563,-0.0154080314553848
34,"NJ","New Jersey",2010,262359,0.374931871541171,2257593251.2749,0.0168594216043964
34,"NJ","New Jersey",2011,269961,0.41477129800436,2153640569.22099,-0.0299626815746746
34,"NJ","New Jersey",2012,269408,0.411873218178769,2056361880.1014,-0.0737787017974146
34,"NJ","New Jersey",2013,265952,0.393761529431494,1915254919.72767,-0.13733574070553
34,"NJ","New Jersey",2014,263240.670781247,0.379552400119731,1986508846.4999,-0.105241727878494
34,"NJ","New Jersey",2015,259106.750244631,0.357887966651804,2070674000,-0.067332273082318
35,"NM","New Mexico",2001,69320,0,758149170.948617,0
35,"NM","New Mexico",2002,71214,0.0273225620311598,794807805.141745,0.0483527986283498
35,"NM","New Mexico",2003,75915,0.0951384881708021,782075671.467391,0.0315590934285891
35,"NM","New Mexico",2004,79527,0.147244662435084,806723027.739545,0.0640689967782346
35,"NM","New Mexico",2005,81761,0.179472013848817,812841121.812596,0.0721387728955074
35,"NM","New Mexico",2006,81588,0.176976341604155,827911937.5,0.092017203506395
35,"NM","New Mexico",2007,81962,0.182371609924986,981613833.449084,0.294750256365594
35,"NM","New Mexico",2008,83535,0.205063473744951,1052712158.88771,0.388529064234846
35,"NM","New Mexico",2009,87941,0.268623773802654,993099973.664216,0.309900494148959
35,"NM","New Mexico",2010,96149,0.38703115983843,970279798.929151,0.279800646243682
35,"NM","New Mexico",2011,101779,0.468248701673399,885533038.554275,0.168019530307304
35,"NM","New Mexico",2012,99539,0.435934795152914,828054384.869618,0.0922050918205634
35,"NM","New Mexico",2013,99542,0.43597807270629,844440076.5675,0.113817846045935
35,"NM","New Mexico",2014,97907.0623875961,0.412392706110734,854511522.582877,0.127102099859437
35,"NM","New Mexico",2015,96369.5339552204,0.390212549844495,899300036,0.18617822251889
36,"NY","New York",2001,438575,0,4641402578.65613,0
36,"NY","New York",2002,444648,0.0138471185088069,4730835614.09116,0.0192685365941537
36,"NY","New York",2003,468567,0.0683851108704327,4992545248.125,0.075654430642072
36,"NY","New York",2004,471936,0.0760668072735564,4693728792.32398,0.0112737933805787
36,"NY","New York",2005,480675,0.0959927036424785,4900572821.27496,0.0558387767979126
36,"NY","New York",2006,484485,0.104679929316537,5157352039.50893,0.11116240233619
36,"NY","New York",2007,494393,0.127271276292538,5478057824.53627,0.180259141865344
36,"NY","New York",2008,508808,0.160139086815254,5636632626.13619,0.214424418182709
36,"NY","New York",2009,527327,0.202364475859317,5841606614.6632,0.258586497436425
36,"NY","New York",2010,561327,0.279888274525452,5573835467.19439,0.200894637501632
36,"NY","New York",2011,570572,0.300967907427464,5501918947.86747,0.185400071342334
36,"NY","New York",2012,570770,0.301419369549108,4985331849.81121,0.0741002887223513
36,"NY","New York",2013,563646,0.285175853616827,5185640181.5799,0.117257142361772
36,"NY","New York",2014,562600.294852092,0.282791529047693,5272614512.26347,0.135995945818194
36,"NY","New York",2015,553765.243239844,0.262646624271433,5466691712,0.177810288885311
37,"NC","North Carolina",2001,237202,0,3199768512.61999,0
37,"NC","North Carolina",2002,255949,0.0790339035927184,3208016413.84102,0.00257765559867959
37,"NC","North Carolina",2003,269681,0.136925489667035,3145481976.27717,-0.0169657699076376
37,"NC","North Carolina",2004,282703,0.191823846341936,3095300385.62732,-0.032648651482333
37,"NC","North Carolina",2005,284930,0.201212468697566,3225054752.38095,0.00790252159218197
37,"NC","North Carolina",2006,291101,0.227228269576142,3471446567.1875,0.0849055341022342
37,"NC","North Carolina",2007,294768,0.242687667051711,3862560477.25497,0.207137473233113
37,"NC","North Carolina",2008,298853,0.259909275638485,4094135571.31113,0.27950992553484
37,"NC","North Carolina",2009,314521,0.325962681596277,4317124314.36069,0.349198949028287
37,"NC","North Carolina",2010,344521,0.452437163261693,4066902027.98825,0.270998827555261
37,"NC","North Carolina",2011,352756,0.487154408478849,3971322815.10732,0.241128162691862
37,"NC","North Carolina",2012,348502,0.469220326978693,3682639473.28205,0.150908091869024
37,"NC","North Carolina",2013,346079,0.459005404676183,3804750123.81804,0.189070430817726
37,"NC","North Carolina",2014,341929.179228833,0.441510523641594,3610430228.89161,0.128341070503057
37,"NC","North Carolina",2015,336559.537630948,0.418873102380873,3726028884,0.164468263658582
38,"ND","North Dakota",2001,31243,0,247683363.269339,0
38,"ND","North Dakota",2002,33119,0.0600454501808405,263189228.821568,0.0626035812319238
38,"ND","North Dakota",2003,35081,0.122843516947796,261690452.527174,0.056552402522905
38,"ND","North Dakota",2004,36690,0.174343052843837,252080621.625198,0.0177535475044298
38,"ND","North Dakota",2005,36635,0.172582658515507,243819915.130568,-0.0155983352606923
38,"ND","North Dakota",2006,36021,0.152930256377429,252811753.645833,0.0207054293384947
38,"ND","North Dakota",2007,35894,0.148865345837468,245810542.654166,-0.00756135006587902
38,"ND","North Dakota",2008,35755,0.144416349262235,278620919.192951,0.124907686633637
38,"ND","North Dakota",2009,36855,0.179624235828826,279615729.524511,0.128924146675315
38,"ND","North Dakota",2010,38480,0.231635886438562,337703921.951242,0.363450162714446
38,"ND","North Dakota",2011,40007,0.280510834426912,327371432.566162,0.321733637031436
38,"ND","North Dakota",2012,39579,0.266811765835547,353958405.046713,0.429076222054553
38,"ND","North Dakota",2013,39685,0.270204525813782,348687840.762437,0.407796777950168
38,"ND","North Dakota",2014,39540.6289725929,0.265583617853373,408878530.745641,0.650811444695267
38,"ND","North Dakota",2015,38919.684581077,0.245708945398233,409693640,0.65410237729405
39,"OH","Ohio",2001,308742,0,2910943555.13834,0
39,"OH","Ohio",2002,321729,0.042064247818567,2737646813.64647,-0.0595328415715825
39,"OH","Ohio",2003,335059,0.08523945559723,2649909718.53261,-0.0896732731711542
39,"OH","Ohio",2004,344950,0.117275913222043,2590328662.12282,-0.110141226355826
39,"OH","Ohio",2005,348510,0.128806576364732,2542409799.69278,-0.126602851778088
39,"OH","Ohio",2006,349544,0.132155650996625,2510002714.50893,-0.13773569738983
39,"OH","Ohio",2007,351950,0.139948565468903,2515638487.13719,-0.135799633525481
39,"OH","Ohio",2008,358196,0.160179049173744,2510536880.30357,-0.137552194761035
39,"OH","Ohio",2009,368604,0.193890044114503,2753027922.71263,-0.0542489503607714
39,"OH","Ohio",2010,405750,0.314204092737626,2468174808.17905,-0.15210488921289
39,"OH","Ohio",2011,423768,0.372563499621043,2397649042.49723,-0.176332691760735
39,"OH","Ohio",2012,413671,0.339859818230108,2072241367.30224,-0.288120388440937
39,"OH","Ohio",2013,394273,0.277030659903738,2079235019.39802,-0.285717850582229
39,"OH","Ohio",2014,391040.391211394,0.266560400630281,2100743178.59204,-0.278329126346731
39,"OH","Ohio",2015,384899.509184778,0.246670388819071,2133970812,-0.266914396799911
40,"OK","Oklahoma",2001,114783,0,1052793371.40034,0
40,"OK","Oklahoma",2002,122611,0.0681982523544427,1045806863.14619,-0.00663616284442747
40,"OK","Oklahoma",2003,129183,0.125454117770053,963879020.869565,-0.0844556519314962
40,"OK","Oklahoma",2004,135067,0.176716064225539,925111929.671784,-0.121278728758259
40,"OK","Oklahoma",2005,136501,0.189209203453473,926464867.81874,-0.119993635041192
40,"OK","Oklahoma",2006,135632,0.181638395929711,984521880.357143,-0.0648479491777068
40,"OK","Oklahoma",2007,133566,0.163639214866313,1088767307.13025,0.0341699869197128
40,"OK","Oklahoma",2008,133415,0.16232368904803,1113985475.12111,0.0581235647783163
40,"OK","Oklahoma",2009,133001,0.158716883162141,1128836962.20232,0.0722303092589179
40,"OK","Oklahoma",2010,141634,0.23392836918359,1289127658.65984,0.224483069213429
40,"OK","Oklahoma",2011,147314,0.283413048970666,1200785867.15452,0.140571264765214
40,"OK","Oklahoma",2012,147284,0.283151686225312,1072885535.40283,0.0190846224418834
40,"OK","Oklahoma",2013,145466,0.267313103856843,1059570960.48154,0.00643772013133251
40,"OK","Oklahoma",2014,139476.955927651,0.215136003830284,1051470787.96685,-0.00125626117092043
40,"OK","Oklahoma",2015,137286.61561746,0.196053558605892,1049486716,-0.00314083987434344
41,"OR","Oregon",2001,105687,0,888209651.552795,0
41,"OR","Oregon",2002,113006,0.0692516581982647,810864369.288494,-0.0870799840207591
41,"OR","Oregon",2003,120760,0.142619243615582,656091212.36413,-0.261332939563163
41,"OR","Oregon",2004,119043,0.126373158477391,730464090.127051,-0.17759946781705
41,"OR","Oregon",2005,119144,0.127328810544343,708736931.797235,-0.202061213185198
41,"OR","Oregon",2006,117343,0.110287925667301,731276505.431548,-0.176684801664666
41,"OR","Oregon",2007,115604,0.0938336786927437,740264410.466765,-0.16656567605113
41,"OR","Oregon",2008,118257,0.118936103778137,798452641.997557,-0.101053855245011
41,"OR","Oregon",2009,130307,0.232952018696718,871522123.666314,-0.018787825438856
41,"OR","Oregon",2010,146709,0.388146129609129,748217444.193028,-0.157611670977711
41,"OR","Oregon",2011,152577,0.443668568508899,682899613.821681,-0.231150424195667
41,"OR","Oregon",2012,157245,0.487836725425076,582478023.30074,-0.344211107949082
41,"OR","Oregon",2013,155147,0.467985655757094,588947596.242461,-0.336927272505039
41,"OR","Oregon",2014,152229.087650134,0.440376656070607,629866296.282568,-0.290858531900192
41,"OR","Oregon",2015,149838.488394178,0.417757041019024,694391073,-0.218212646320557
42,"PA","Pennsylvania",2001,269891,0,2675309573.46132,0
42,"PA","Pennsylvania",2002,280607,0.0397049179113049,2641985098.24903,-0.0124563061945683
42,"PA","Pennsylvania",2003,293619,0.0879169738894591,2565555409.23913,-0.0410248463620568
42,"PA","Pennsylvania",2004,303026,0.122771785646798,2434713951.85283,-0.0899318807793918
42,"PA","Pennsylvania",2005,307347,0.138781952714244,2438425375.34562,-0.0885445932932605
42,"PA","Pennsylvania",2006,305746,0.13284992830439,2399114033.77976,-0.103238721388126
42,"PA","Pennsylvania",2007,312910,0.159393977568722,2454468161.15404,-0.082547984165272
42,"PA","Pennsylvania",2008,320142,0.186189980399495,2406812174.51684,-0.100361244772542
42,"PA","Pennsylvania",2009,328162,0.215905680441363,2469196498.83237,-0.0770427006554918
42,"PA","Pennsylvania",2010,345558,0.280361331055871,2132446132.96584,-0.202916120766211
42,"PA","Pennsylvania",2011,350200,0.297560867164892,2042307519.19409,-0.236608899600449
42,"PA","Pennsylvania",2012,343512,0.272780492865638,1687177879.64842,-0.369352281177109
42,"PA","Pennsylvania",2013,338399,0.25383580778907,1655838775.289,-0.381066478543388
42,"PA","Pennsylvania",2014,333599.008549156,0.236050881834355,1641419789.89254,-0.386456129722264
42,"PA","Pennsylvania",2015,328360.183604883,0.216639990236364,1658992000,-0.379887839352515
44,"RI","Rhode Island",2001,26617,0,217120998.023715,0
44,"RI","Rhode Island",2002,27306,0.0258857121388586,229137650.611451,0.0553454189005838
44,"RI","Rhode Island",2003,27250,0.0237817935905624,217569247.826087,0.00206451612903221
44,"RI","Rhode Island",2004,28372,0.0659353045046399,214158150.476443,-0.013646066360423
44,"RI","Rhode Island",2005,28617,0.0751399481534358,209822192.165899,-0.0336163057661498
44,"RI","Rhode Island",2006,28868,0.084570011646692,209699250.892857,-0.0341825396825397
44,"RI","Rhode Island",2007,29475,0.10737498591126,207778785.267818,-0.0430276796852077
44,"RI","Rhode Island",2008,30502,0.145959349288049,192007355.12278,-0.115666578219173
44,"RI","Rhode Island",2009,31289,0.175526918886426,178773853.670929,-0.176616470547903
44,"RI","Rhode Island",2010,32291,0.213172032911297,174032633.656973,-0.198453234643089
44,"RI","Rhode Island",2011,31827,0.1957395649397,172898141.744184,-0.203678394453129
44,"RI","Rhode Island",2012,31799,0.194687605665552,186057561.713133,-0.143069701195781
44,"RI","Rhode Island",2013,31658,0.189390239320735,162818942.038252,-0.250100434687264
44,"RI","Rhode Island",2014,31351.7078974169,0.177882852966785,166318874.295734,-0.233980702881773
44,"RI","Rhode Island",2015,30859.3619816036,0.159385429672899,176937827,-0.185072707796444
45,"SC","South Carolina",2001,116113,0,1174147666.85488,0
45,"SC","South Carolina",2002,117998,0.0162341856639653,1096494176.51473,-0.0661360513095934
45,"SC","South Carolina",2003,126856,0.0925219398344716,1067530017.22826,-0.0908042937326727
45,"SC","South Carolina",2004,130583,0.124619982258662,970036049.682371,-0.173838115029648
45,"SC","South Carolina",2005,132396,0.140234082316364,876286682.104455,-0.253682729318273
45,"SC","South Carolina",2006,134487,0.158242401798248,926011134.375,-0.211333326705449
45,"SC","South Carolina",2007,136090,0.172047918837684,1026000549.81625,-0.126174178274757
45,"SC","South Carolina",2008,139431,0.200821613428298,1096482575.71887,-0.0661459314943325
45,"SC","South Carolina",2009,144871,0.247672525901493,905793912.681728,-0.228551963052465
45,"SC","South Carolina",2010,156160,0.344896781583457,1113640970.68952,-0.0515324416795334
45,"SC","South Carolina",2011,160325,0.380767011445747,975617177.72954,-0.16908477079134
45,"SC","South Carolina",2012,161460,0.390541972044474,884490556.977752,-0.246695639785257
45,"SC","South Carolina",2013,161795,0.393427092573614,923333575.387647,-0.21361375451103
45,"SC","South Carolina",2014,160784.086033594,0.384720798132805,907301477.529083,-0.227267997764357
45,"SC","South Carolina",2015,158259.139439124,0.362975200357615,970219549,-0.173681832031514
46,"SD","South Dakota",2001,28074,0,181639891.643139,0
46,"SD","South Dakota",2002,29589,0.053964522333832,188017822.095609,0.0351130492028682
46,"SD","South Dakota",2003,30060,0.0707416114554392,190073908.451087,0.0464326240874304
46,"SD","South Dakota",2004,30825,0.0979910237230177,191019439.518264,0.0516381494740801
46,"SD","South Dakota",2005,30477,0.0855952126522761,197116143.548387,0.0852029351330664
46,"SD","South Dakota",2006,30414,0.0833511434067108,194593995.014881,0.0713175021993071
46,"SD","South Dakota",2007,30615,0.0905107929044668,200358399.238939,0.103052844980631
46,"SD","South Dakota",2008,31018,0.104865712046734,211692904.488093,0.165453813989264
46,"SD","South Dakota",2009,31574,0.124670513642516,221930758.167589,0.221817279012736
46,"SD","South Dakota",2010,33230,0.183657476668804,215242070.825591,0.184993389274136
46,"SD","South Dakota",2011,34976,0.245850252903042,206516405.907935,0.136955126100105
46,"SD","South Dakota",2012,34513,0.229358124955475,186275922.174099,0.0255231958630949
46,"SD","South Dakota",2013,34359,0.223872622355204,199016132.129234,0.095663129552142
46,"SD","South Dakota",2014,34426.6526649315,0.226282420208433,207424120.990851,0.141952459421019
46,"SD","South Dakota",2015,33886.017944483,0.207024932125206,217442912,0.197109897132075
47,"TN","Tennessee",2001,152782,0,1394838654.37606,0
47,"TN","Tennessee",2002,150277,-0.0163959105130186,1407230587.43746,0.00888413367562541
47,"TN","Tennessee",2003,151993,-0.0051642209160765,1421299617.30978,0.0189706263521644
47,"TN","Tennessee",2004,153928,0.00750088361194382,1361656856.53785,-0.0237889864423431
47,"TN","Tennessee",2005,157836,0.0330798130669843,1358527379.26267,-0.0260325988238609
47,"TN","Tennessee",2006,158199,0.035455747404799,1364538194.34524,-0.0217232723912246
47,"TN","Tennessee",2007,161804,0.0590514589414983,1429697125.5462,0.0249910418389812
47,"TN","Tennessee",2008,164702,0.0780196620020683,1477448818.59519,0.0592256057429695
47,"TN","Tennessee",2009,168589,0.103461140710293,1383023068.32854,-0.00847093390368085
47,"TN","Tennessee",2010,183094,0.198400335118011,1794182471.77789,0.286301083031333
47,"TN","Tennessee",2011,189871,0.242757654697543,1743148926.18428,0.249713664527045
47,"TN","Tennessee",2012,188035,0.230740532261654,1456109789.67268,0.0439270413853225
47,"TN","Tennessee",2013,181952,0.190925632600699,1475832347.35164,0.0580667109571948
47,"TN","Tennessee",2014,177532.690115314,0.162000040026405,1584627610.47775,0.136065168187202
47,"TN","Tennessee",2015,174744.724139501,0.143752039765817,1579203336,0.132176349605404
48,"TX","Texas",2001,626580,0,6019106350.70582,0
48,"TX","Texas",2002,656463,0.0476922340323662,6749985984.96387,0.121426602500942
48,"TX","Texas",2003,701340,0.119314373264388,6203630649.78261,0.0306564277694073
48,"TX","Texas",2004,724721,0.156629640269399,6178422304.84383,0.0264683733523557
48,"TX","Texas",2005,745556,0.189881579367359,5807640489.86175,-0.0351324347042427
48,"TX","Texas",2006,753978,0.203322799961697,6143992804.38988,0.0207483381099291
48,"TX","Texas",2007,758809,0.211032908806537,6209327068.03253,0.0316028171365346
48,"TX","Texas",2008,769821,0.228607679785502,6648221201.63212,0.104519643659815
48,"TX","Texas",2009,797958,0.273513358230394,6358572103.57654,0.0563980320485476
48,"TX","Texas",2010,864569,0.379822209454499,7326505115.76953,0.217208118429475
48,"TX","Texas",2011,911180,0.454211752689202,6586555888.98999,0.094274715418118
48,"TX","Texas",2012,926225,0.47822305212423,6651863626.70401,0.105124787490089
48,"TX","Texas",2013,914818,0.460017874812474,6431374886.50764,0.0684933130901532
48,"TX","Texas",2014,916005.079282715,0.461912412274115,6929534113.90587,0.151256301210444
48,"TX","Texas",2015,901620.173646162,0.438954600603533,6824241136,0.133763176522005
0,"US","United States",2001,8266932,0,80893587355.7312,0
0,"US","United States",2002,8639154,0.0450254096683026,82345360337.9099,0.0179467004695258
0,"US","United States",2003,9061411,0.0961032460409739,80163010567.0924,-0.00903133131463311
0,"US","United States",2004,9236579,0.117292243361866,76030636081.2864,-0.0601154112879172
0,"US","United States",2005,9348081,0.130779955611102,76324583197.619,-0.0564816607529085
0,"US","United States",2006,9390216,0.135876767826323,78186455701.1161,-0.0334653430896874
0,"US","United States",2007,9503558,0.149587053576829,82941083382.7444,0.0253109806839116
0,"US","United States",2008,9739709,0.178152789934646,85375445179.3519,0.0554043647973183
0,"US","United States",2009,10061812,0.217115611934391,86481191221.4909,0.0690735081532248
0,"US","United States",2010,10750132,0.300377455626827,84889245247.5282,0.04939400046911
0,"US","United States",2011,11020752,0.333112695253814,82456516671.2466,0.0193208060935955
0,"US","United States",2012,10948542,0.324377894967565,74361414446.7563,-0.0807501944529855
0,"US","United States",2013,10780749,0.304081006109643,73522894227.3381,-0.0911159137495082
0,"US","United States",2014,10635920,0.286561931318656,76797411110.0462,-0.0506366002495593
0,"US","United States",2015,10468893.9550377,0.266357816302075,80973621291.81,0.000989373060275226
49,"UT","Utah",2001,88436,0,730415048.50367,0
49,"UT","Utah",2002,96112,0.0867972318965127,824802559.644247,0.129224488643736
49,"UT","Utah",2003,99349,0.123399972861731,773107873.858696,0.0584500900446753
49,"UT","Utah",2004,101970,0.153037224659641,754442048.385389,0.0328949957027043
49,"UT","Utah",2005,104116,0.177303360622371,768550809.907834,0.0522110839341123
49,"UT","Utah",2006,104630,0.18311547333665,794192609.22619,0.0873168766897329
49,"UT","Utah",2007,102270,0.156429508345018,803426572.25743,0.0999589533421184
49,"UT","Utah",2008,103527,0.170643176986747,877055474.67987,0.200763150316532
49,"UT","Utah",2009,109161,0.234350264598127,910036037.723097,0.245916331526025
49,"UT","Utah",2010,119137,0.347155004749197,807363064.263309,0.105348343954953
49,"UT","Utah",2011,126228,0.427337283459225,771873458.012305,0.0567600703101162
