"statefip","abbrev","state","fiscalyear","enrollment","enroll_change","appropriations","approp_change"
9,"CT","Connecticut",2007,81340,0.200413223140496,1052572414.34442,0.117498037709206
9,"CT","Connecticut",2008,83356,0.230165289256198,1134894581.40388,0.204898067289327
9,"CT","Connecticut",2009,86958,0.283323494687131,1103041714.31967,0.171080425883454
9,"CT","Connecticut",2010,90111,0.329855371900826,1189635812.28877,0.263015891072264
9,"CT","Connecticut",2011,92445,0.364300472255018,1130316127.10279,0.20003720106532
9,"CT","Connecticut",2012,91388,0.348701298701299,977547508.746919,0.0378453851772264
9,"CT","Connecticut",2013,89842,0.325885478158205,900313938.212073,-0.0441521689499366
9,"CT","Connecticut",2014,88505.3565048979,0.306159334487867,1016664911.40479,0.0793756591182205
9,"CT","Connecticut",2015,87115.4720703603,0.285647462667654,1117135194.16,0.18604323115122
10,"DE","Delaware",2001,27366,0,247924831.168831,0
10,"DE","Delaware",2002,28642,0.0466272016370679,244798907.559755,-0.0126083522749162
10,"DE","Delaware",2003,29616,0.0822188116641087,241647733.043478,-0.0253185535944898
10,"DE","Delaware",2004,29796,0.0887963165972375,238002279.433563,-0.0400224200556636
10,"DE","Delaware",2005,30340,0.108674998172915,246158370.046083,-0.00712498669221764
10,"DE","Delaware",2006,30642,0.119710589782942,253337958.928571,0.0218337458745876
10,"DE","Delaware",2007,30533,0.115727545128992,265759667.071794,0.0719364648505826
10,"DE","Delaware",2008,31288,0.14331652415406,266801249.634236,0.076137667923028
10,"DE","Delaware",2009,31311,0.144156983117737,267465323.091122,0.078816195336981
10,"DE","Delaware",2010,32913,0.202696777022583,262770332.292622,0.0598790409730338
10,"DE","Delaware",2011,33228,0.214207410655558,223153253.046381,-0.0999156801102379
10,"DE","Delaware",2012,33109,0.209858949060878,219388178.830893,-0.115102033964906
10,"DE","Delaware",2013,33405,0.220675290506468,219566906.190842,-0.114381140623538
10,"DE","Delaware",2014,33306.6854766132,0.217082711269942,227153364.266525,-0.0837813090539588
10,"DE","Delaware",2015,32783.6386742717,0.197969695032949,226594100,-0.0860370906305283
12,"FL","Florida",2001,363905,0,3683723546.27329,0
12,"FL","Florida",2002,387515,0.0648795702175018,3401569850.02779,-0.0765946990052892
12,"FL","Florida",2003,415106,0.140698808755032,3634328385.81522,-0.0134090302482241
12,"FL","Florida",2004,437160,0.201302537750237,3512666447.96188,-0.0464359217413209
12,"FL","Florida",2005,445724,0.224836152292494,3798773434.71582,0.0312319551120827
12,"FL","Florida",2006,449215,0.23442931534329,3848527147.91667,0.0447383196847391
12,"FL","Florida",2007,455217,0.250922630906418,4169495766.12553,0.131869890275474
12,"FL","Florida",2008,478520,0.314958574353197,4025895113.49122,0.0928874175599013
12,"FL","Florida",2009,495624,0.361959852159217,3683077495.83988,-0.00017537972795681
12,"FL","Florida",2010,537786,0.477819760651818,4288813877.22995,0.164260516120656
12,"FL","Florida",2011,562185,0.544867479149778,4324607744.01113,0.17397727861153
12,"FL","Florida",2012,572036,0.571937731001223,3736573157.01963,0.0143467907084953
12,"FL","Florida",2013,568756,0.562924389607178,3386118890.7118,-0.0807890852348472
12,"FL","Florida",2014,562512.84671297,0.545768392061033,3917481856.0359,0.0634570718530426
12,"FL","Florida",2015,553679.168382659,0.521493709574363,4226714318,0.147402693200481
13,"GA","Georgia",2001,202640,0,2134961779.70073,0
13,"GA","Georgia",2002,220777,0.089503553099092,2242789180.15564,0.0505055413544791
13,"GA","Georgia",2003,236868,0.168910382945124,2737056834.21196,0.282016783736344
13,"GA","Georgia",2004,248226,0.2249605211212,2365489182.37162,0.107977297234429
13,"GA","Georgia",2005,253611,0.251534741413344,2332363802.99539,0.0924616192999615
13,"GA","Georgia",2006,258434,0.275335570469799,2447365534.67262,0.146327563304518
13,"GA","Georgia",2007,263880,0.302210817212791,2526373661.70385,0.183334374284669
13,"GA","Georgia",2008,276327,0.363635017765495,2665333839.44952,0.248422273781
13,"GA","Georgia",2009,290666,0.434395973154362,2871013402.02389,0.344761030066934
13,"GA","Georgia",2010,327092,0.614153178049743,3210758815.00848,0.503895219828501
13,"GA","Georgia",2011,342835,0.691842676667983,3105750829.46068,0.454710271158119
13,"GA","Georgia",2012,327091,0.614148243189893,2788112730.13576,0.305930980425599
13,"GA","Georgia",2013,322109,0.589562771417292,2661559416.72613,0.246654362636513
13,"GA","Georgia",2014,315636.897110062,0.557623850720796,2784489197.34286,0.304233744986843
13,"GA","Georgia",2015,310680.14841616,0.533162990604814,2897661906,0.357242988399622
15,"HI","Hawaii",2001,32011,0,452285384.669678,0
15,"HI","Hawaii",2002,32888,0.0273968323388835,458649595.414119,0.014071227946242
15,"HI","Hawaii",2003,34600,0.0808784480334885,474647396.657609,0.0494422608952143
15,"HI","Hawaii",2004,36060,0.126487769829121,498840590.471149,0.102933252719346
15,"HI","Hawaii",2005,36360,0.135859548280279,495668969.047619,0.0959208186875763
15,"HI","Hawaii",2006,35911,0.121833119865046,576799510.491071,0.275299910281936
15,"HI","Hawaii",2007,35665,0.114148261535097,573880029.878172,0.268844957918106
15,"HI","Hawaii",2008,35834,0.119427696729249,608258126.361453,0.344854702315195
15,"HI","Hawaii",2009,37616,0.175096060729124,674841480.490545,0.492070058782483
15,"HI","Hawaii",2010,40623,0.269032520071226,615394689.775149,0.360633596914914
15,"HI","Hawaii",2011,41922,0.309612320764737,550361185.808464,0.21684494892625
15,"HI","Hawaii",2012,41630,0.300490456405611,540246612.08701,0.19448169319372
15,"HI","Hawaii",2013,41987,0.311642872762488,533651429.029005,0.17989978698682
15,"HI","Hawaii",2014,41044.1291483539,0.282188283663551,529333067.708713,0.170351918612861
15,"HI","Hawaii",2015,40399.5738526607,0.262052852227694,568084290,0.256030615304747
16,"ID","Idaho",2001,40932,0,393087061.067194,0
16,"ID","Idaho",2002,43028,0.0512068797029219,424355054.307949,0.0795447022750267
16,"ID","Idaho",2003,44541,0.0881706244503078,396963721.467391,0.00986209108402837
16,"ID","Idaho",2004,46664,0.14003713476009,398771293.912123,0.0144604933815347
16,"ID","Idaho",2005,46961,0.147293071435552,393781048.771121,0.00176548091418625
16,"ID","Idaho",2006,46289,0.130875598553699,410969841.666667,0.0454931804443602
16,"ID","Idaho",2007,45074,0.101192221244992,417052586.885436,0.0609674756354939
16,"ID","Idaho",2008,45781,0.118464770839441,438266016.869249,0.114933713868371
16,"ID","Idaho",2009,46599,0.138449135150982,467704197.317945,0.189823435165159
16,"ID","Idaho",2010,48961,0.196154597869637,400596898.695748,0.019104769330656
16,"ID","Idaho",2011,50675,0.238028926023649,365589414.612406,-0.0699530693789161
16,"ID","Idaho",2012,50943,0.244576370565816,343364582.889797,-0.126492278943003
16,"ID","Idaho",2013,57741,0.410656698915274,365183821.743927,-0.0709848837240078
16,"ID","Idaho",2014,55636.7564514286,0.359248423029137,373896727.817062,-0.0488195495370204
16,"ID","Idaho",2015,54763.0391439827,0.337902842372293,401454400,0.0212862232353562
17,"IL","Illinois",2001,351125,0,3628334011.91417,0
17,"IL","Illinois",2002,354123,0.00853826984692061,3814102461.14508,0.0511993792801074
17,"IL","Illinois",2003,369251,0.051622641509434,3548799171.7663,-0.0219204846871054
17,"IL","Illinois",2004,379413,0.080563901744393,3378450667.73425,-0.0688699947026357
17,"IL","Illinois",2005,379644,0.0812217871128516,3249304275.80645,-0.104463848935385
17,"IL","Illinois",2006,376329,0.0717807048771805,3095310577.67857,-0.146905834050928
17,"IL","Illinois",2007,376608,0.0725752936988252,3176586126.97861,-0.124505594978901
17,"IL","Illinois",2008,378656,0.0784079743681025,3221306031.77847,-0.112180405331804
17,"IL","Illinois",2009,385200,0.0970452118191527,3316726167.63076,-0.0858817967861295
17,"IL","Illinois",2010,406139,0.156679245283019,3667931453.48672,0.010913394809442
17,"IL","Illinois",2011,406699,0.158274118903524,3415146666.36733,-0.0587562624738555
17,"IL","Illinois",2012,396445,0.129070843716625,3698909719.66384,0.0194512708912474
17,"IL","Illinois",2013,382043,0.0880541117835529,3617339391.53148,-0.00303021175740328
17,"IL","Illinois",2014,374737.281438856,0.0672475085478281,4074855177.50786,0.123065066261117
17,"IL","Illinois",2015,368852.422769494,0.0504874980975272,4943150400,0.362374683193012
18,"IN","Indiana",2001,184113,0,1711883338.25522,0
18,"IN","Indiana",2002,194848,0.0583065834568988,1735137251.88994,0.013583819127778
18,"IN","Indiana",2003,198664,0.0790329851775812,1703524580.05435,-0.00488278495040113
18,"IN","Indiana",2004,204273,0.109497971354549,1701405676.38962,-0.00612054667012409
18,"IN","Indiana",2005,207037,0.124510490839865,1714803627.57296,0.0017058927162163
18,"IN","Indiana",2006,207957,0.129507422072314,1676384555.35714,-0.020736683455463
18,"IN","Indiana",2007,211281,0.147561551873034,1659742766.3715,-0.0304580170380438
18,"IN","Indiana",2008,217183,0.179617952018597,1677308885.199,-0.0201967343706161
18,"IN","Indiana",2009,230550,0.252220103957895,1755851015.79215,0.0256838048214999
18,"IN","Indiana",2010,252677,0.372401731545301,1728652013.71827,0.00979545456650869
18,"IN","Indiana",2011,261071,0.417993297594412,1643517110.37892,-0.0399362657188882
18,"IN","Indiana",2012,258589,0.404512446160782,1594480816.42014,-0.0685809127359951
18,"IN","Indiana",2013,250960,0.363075937060392,1572135718.75747,-0.0816338452363122
18,"IN","Indiana",2014,252579.586720157,0.371872636479536,1692309819.38615,-0.0114339093276186
18,"IN","Indiana",2015,248613.087403871,0.350328805700147,1681133009,-0.0179628649733597
19,"IA","Iowa",2001,106480,0,1135542152.62564,0
19,"IA","Iowa",2002,110332,0.036175807663411,1033104500.27793,-0.0902103476395338
19,"IA","Iowa",2003,114582,0.0760894064613073,988530191.902174,-0.129464115782524
19,"IA","Iowa",2004,116827,0.0971731780616078,922736772.260455,-0.187404210291203
19,"IA","Iowa",2005,115666,0.0862697220135237,899053046.850998,-0.208260966118976
19,"IA","Iowa",2006,114318,0.0736100676183321,913941227.455357,-0.19514988911498
19,"IA","Iowa",2007,114931,0.0793670172802404,916709385.073936,-0.19271214815382
19,"IA","Iowa",2008,117671,0.105099549211119,958773713.719734,-0.155668760069515
19,"IA","Iowa",2009,119978,0.126765589782119,1029872766.30604,-0.0930563309122944
19,"IA","Iowa",2010,130997,0.2302498121713,935907023.948848,-0.175806004396389
19,"IA","Iowa",2011,135727,0.274671299774606,796914158.528245,-0.298208211218231
19,"IA","Iowa",2012,134188,0.260217881292261,761863059.629389,-0.329075492382395
19,"IA","Iowa",2013,130846,0.228831705484598,798601087.455539,-0.296722639834207
19,"IA","Iowa",2014,127141.317738162,0.194039422785147,821694950.214733,-0.276385338655386
19,"IA","Iowa",2015,125144.695776631,0.175288277391348,847741404,-0.253447877703327
20,"KS","Kansas",2001,113764,0,911286511.914173,0
20,"KS","Kansas",2002,117178,0.0300094933370838,936291009.421901,0.0274386783748239
20,"KS","Kansas",2003,120751,0.0614166168559474,872934972.554348,-0.0420850510332551
20,"KS","Kansas",2004,122555,0.0772740058366443,857798292.641609,-0.0586952825190078
20,"KS","Kansas",2005,123762,0.0878836890404697,865978366.359447,-0.0497188809033894
20,"KS","Kansas",2006,123764,0.0879012692943286,884294423.363095,-0.0296197608525777
20,"KS","Kansas",2007,124493,0.0943092718258852,898741841.016292,-0.0137658911153317
20,"KS","Kansas",2008,124286,0.0924897155514926,906088340.478303,-0.00570421197714353
20,"KS","Kansas",2009,127101,0.117233922857846,924542079.012012,0.0145459928623276
20,"KS","Kansas",2010,134414,0.181516121092789,859979637.103611,-0.056301584781268
20,"KS","Kansas",2011,137520,0.208818255335607,835220904.723369,-0.0834705728619051
20,"KS","Kansas",2012,137656,0.21001371259801,805743235.104881,-0.11581788540642
20,"KS","Kansas",2013,135534,0.191361063253753,806640329.714819,-0.114833458886101
20,"KS","Kansas",2014,135606.932697743,0.192002150924222,769587134.407631,-0.155493772434862
20,"KS","Kansas",2015,133477.367071265,0.173282998762926,803124160,-0.118691926743189
21,"KY","Kentucky",2001,118319,0,1336244667.5607,0
21,"KY","Kentucky",2002,133755,0.130460872725429,1364685814.36909,0.0212843856359872
21,"KY","Kentucky",2003,141042,0.192048614339202,1375224090.16304,0.0291708723324598
21,"KY","Kentucky",2004,147221,0.24427184137797,1381815051.37639,0.0341033232326214
21,"KY","Kentucky",2005,148315,0.253518031761594,1354452927.03533,0.0136264412623392
21,"KY","Kentucky",2006,149435,0.262983967072068,1417165754.31548,0.0605585853543547
21,"KY","Kentucky",2007,149973,0.267530996712278,1428004976.70515,0.06867029023357
21,"KY","Kentucky",2008,153831,0.300137763165679,1440243909.42068,0.0778294906499616
21,"KY","Kentucky",2009,154500,0.305791969168096,1413219025.36625,0.0576049878246244
21,"KY","Kentucky",2010,164650,0.391577007919269,1393514709.61803,0.0428589489991227
21,"KY","Kentucky",2011,170671,0.442464861941024,1352562763.01146,0.0122119068812069
21,"KY","Kentucky",2012,170316,0.439464498516722,1273515594.97337,-0.0469443015266399
21,"KY","Kentucky",2013,165539,0.399090594071958,1204530711.44372,-0.0985702389049913
21,"KY","Kentucky",2014,161387.449833104,0.36400282146658,1192503999.39394,-0.107570620602851
21,"KY","Kentucky",2015,158853.028038641,0.342582577934575,1171138600,-0.123559757856396
22,"LA","Louisiana",2001,153502,0,1174072958.55449,0
22,"LA","Louisiana",2002,158440,0.0321689619679222,1310440736.21456,0.116149321612832
22,"LA","Louisiana",2003,161780,0.0539276361220049,1487709343.04348,0.267135344702204
22,"LA","Louisiana",2004,169179,0.102128962489088,1512139775.93965,0.287943619620868
22,"LA","Louisiana",2005,170391,0.110024625086318,1504825377.11213,0.281713684100915
22,"LA","Louisiana",2006,150744,-0.0179671926098683,1456462389.80655,0.240521195207268
22,"LA","Louisiana",2007,157237,0.0243319305285925,1630566018.17287,0.388811492754604
22,"LA","Louisiana",2008,156279,0.0180909694987687,1867881990.19521,0.590942007977884
22,"LA","Louisiana",2009,161261,0.0505465726830921,1889659665.55885,0.609490834270973
22,"LA","Louisiana",2010,170167,0.108565360711913,1618346055.13524,0.378403312454907
22,"LA","Louisiana",2011,176732,0.151333533113575,1661841716.81114,0.415450125737658
22,"LA","Louisiana",2012,175904,0.145939466586755,1273014265.8223,0.0842718559753105
22,"LA","Louisiana",2013,171072,0.114461049367435,1190733721.65172,0.0141905688022529
22,"LA","Louisiana",2014,166954.89460608,0.0876398653182338,1123012080.21796,-0.0434903793367241
22,"LA","Louisiana",2015,164333.041890645,0.0705596141460377,1131183764,-0.0365302635087463
23,"ME","Maine",2001,29475,0,305392857.17109,0
23,"ME","Maine",2002,30611,0.0385411365564037,313884422.067815,0.0278053814859476
23,"ME","Maine",2003,32392,0.0989652247667515,303536322.554348,-0.00607916843222653
23,"ME","Maine",2004,34169,0.159253604749788,292291949.047115,-0.0428985413913444
23,"ME","Maine",2005,34811,0.181034775233249,293935193.625192,-0.0375177849673114
23,"ME","Maine",2006,35008,0.187718405428329,290904797.098214,-0.0474407299734547
23,"ME","Maine",2007,35206,0.194435962680237,295230404.766039,-0.0332766538785082
23,"ME","Maine",2008,35599,0.207769296013571,301518442.636656,-0.0126866573446509
23,"ME","Maine",2009,35706,0.211399491094148,293379509.059043,-0.0393373578653025
23,"ME","Maine",2010,36854,0.250347752332485,292572427.9234,-0.0419801214948095
23,"ME","Maine",2011,37683,0.278473282442748,290621492.050089,-0.0483684040872158
23,"ME","Maine",2012,36763,0.247260390161154,278754826.636323,-0.0872254537369324
23,"ME","Maine",2013,36495,0.238167938931298,269647631.820508,-0.117046697429982
23,"ME","Maine",2014,36010.0455540084,0.221714861883235,271323231.566238,-0.111559994953532
23,"ME","Maine",2015,35444.5452975381,0.202529102545824,272245555,-0.108539873781395
24,"MD","Maryland",2001,152296,0,1567031948.24958,0
24,"MD","Maryland",2002,160918,0.0566134369911225,1684826859.33852,0.075170714432801
24,"MD","Maryland",2003,168540,0.106660713347691,1562478227.20109,-0.00290595290898567
24,"MD","Maryland",2004,172563,0.133076377580501,1425886165.93436,-0.0900720514810717
24,"MD","Maryland",2005,175670,0.15347743867206,1422318929.26267,-0.0923484802901132
24,"MD","Maryland",2006,176452,0.158612176288281,1487192075.14881,-0.0509497417649655
24,"MD","Maryland",2007,180451,0.184870252665861,1636245257.11144,0.044168409545942
24,"MD","Maryland",2008,186137,0.222205442033934,1699129898.02743,0.084298185448875
24,"MD","Maryland",2009,193480,0.270420759573462,1813673646.96999,0.157394173740948
24,"MD","Maryland",2010,205422,0.348833849871303,1734216632.1937,0.106688752664473
24,"MD","Maryland",2011,211325,0.387593896097074,1676556481.75561,0.0698929805664621
24,"MD","Maryland",2012,213492,0.401822766192152,1653565571.92766,0.0552213525542656
24,"MD","Maryland",2013,210579,0.382695540263697,1640272005.4034,0.0467380752738548
24,"MD","Maryland",2014,204517.36741674,0.342893887014366,1715127329.12783,0.0945069314277074
24,"MD","Maryland",2015,201305.635191816,0.321805137310345,1833600977,0.170110781115975
25,"MA","Massachusetts",2001,126424,0,1437102207.17109,0
25,"MA","Massachusetts",2002,130308,0.0307220148073151,1336379980.3224,-0.0700870309335608
25,"MA","Massachusetts",2003,132815,0.0505521103587926,1245956317.98913,-0.133007860003379
25,"MA","Massachusetts",2004,134733,0.0657232803897994,1036120208.17893,-0.279021211568163
25,"MA","Massachusetts",2005,133964,0.0596405745744479,1108552234.63902,-0.228619767538189
25,"MA","Massachusetts",2006,135647,0.0729529203315826,1149481962.72321,-0.200139031874463
25,"MA","Massachusetts",2007,138249,0.0935344554831361,1173160524.27873,-0.183662429558108
25,"MA","Massachusetts",2008,142945,0.130679301398469,1153894280.47914,-0.197068743808724
25,"MA","Massachusetts",2009,148453,0.174246978421819,1143585284.77605,-0.204242204159452
25,"MA","Massachusetts",2010,158529,0.25394703537303,1309661666.55439,-0.0886788288131293
25,"MA","Massachusetts",2011,162426,0.284771878757198,1275865994.55855,-0.112195369131005
25,"MA","Massachusetts",2012,163669,0.294603872682402,1243311784.46415,-0.134848044724956
25,"MA","Massachusetts",2013,163678,0.294675061697146,1273006122.3252,-0.114185396158365
25,"MA","Massachusetts",2014,163733.234097941,0.295111957365224,1339402397.65902,-0.0679838977523987
25,"MA","Massachusetts",2015,161161.974205026,0.274773573095501,1462827300.65,0.0179006707738275
26,"MI","Michigan",2001,325775,0,2964684170.58159,0
26,"MI","Michigan",2002,339473,0.0420474253702709,2965108676.93163,0.000143187714309841
26,"MI","Michigan",2003,350417,0.0756411633796332,2766158518.77717,-0.0669635078752664
26,"MI","Michigan",2004,359382,0.103160156549766,2481836874.77501,-0.162866352037714
26,"MI","Michigan",2005,362559,0.112912286087023,2356292741.55146,-0.205212897571745
26,"MI","Michigan",2006,367285,0.127419231064385,2358279800.66964,-0.204542654468651
26,"MI","Michigan",2007,372154,0.142365129307037,2325011368.10198,-0.215764231761027
26,"MI","Michigan",2008,379510,0.164945130841839,2231711852.0643,-0.24723453708511
26,"MI","Michigan",2009,387510,0.189501956872074,2269807811.65953,-0.234384615338554
26,"MI","Michigan",2010,406983,0.249276341032921,2064841638.41857,-0.303520537226903
26,"MI","Michigan",2011,413048,0.267893484767094,1963799001.66267,-0.337602628587102
26,"MI","Michigan",2012,402900,0.23674315094774,1594760965.49779,-0.46208065556442
26,"MI","Michigan",2013,394149,0.209881052873916,1631669881.10467,-0.449631128571588
26,"MI","Michigan",2014,385027.808389574,0.181882613428205,1666203083.79587,-0.437982939184713
26,"MI","Michigan",2015,378981.347713318,0.163322378062523,1784194800,-0.398183854555412
27,"MN","Minnesota",2001,160512,0,1799852361.97064,0
27,"MN","Minnesota",2002,167780,0.0452801036682616,1812151236.68705,0.00683326864818193
27,"MN","Minnesota",2003,176083,0.0970083233652313,1699301343.17935,-0.0558662593198466
27,"MN","Minnesota",2004,181162,0.12865081738437,1610272925.22499,-0.105330548633491
27,"MN","Minnesota",2005,181832,0.132824960127592,1540413926.88172,-0.144144286815204
27,"MN","Minnesota",2006,180965,0.127423494816587,1600296912.20238,-0.11087323270769
